RACE_NUMBER,DISTANCE,TIME,PARTIAL,PACE,NAME,GENDER,OFFICIAL_POSITION,POSITION_GROUPING,PACE_DATETIME,TIME_DATETIME,PARTIAL_DATETIME
288,30K,1:49:26,0:18:19,"3,40","SÉNÉCHAL, MATHILDE",F,59,Top 25,2023-12-03T00:03:40,2023-12-03T01:49:26,2023-12-03T00:18:19
288,35K,2:08:02,0:18:35,"3,43","SÉNÉCHAL, MATHILDE",F,59,Top 25,2023-12-03T00:03:43,2023-12-03T02:08:02,2023-12-03T00:18:35
288,40K,2:27:04,0:19:03,"3,49","SÉNÉCHAL, MATHILDE",F,59,Top 25,2023-12-03T00:03:49,2023-12-03T02:27:04,2023-12-03T00:19:03
288,META,2:35:42,0:08:37,"3,56","SÉNÉCHAL, MATHILDE",F,59,Top 25,2023-12-03T00:03:56,2023-12-03T02:35:42,2023-12-03T00:08:37
275,5K,0:18:00,0:18:00,"0,00","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:00,2023-12-03T00:18:00
275,10K,0:35:46,0:17:46,"3,33","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:33,2023-12-03T00:35:46,2023-12-03T00:17:46
275,15K,0:53:46,0:18:00,"3,36","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:36,2023-12-03T00:53:46,2023-12-03T00:18:00
275,20K,1:11:42,0:17:56,"3,35","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:35,2023-12-03T01:11:42,2023-12-03T00:17:56
275,Half,1:15:43,0:04:01,"3,40","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:40,2023-12-03T01:15:43,2023-12-03T00:04:01
275,25K,1:30:16,0:18:34,"3,43","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:43,2023-12-03T01:30:16,2023-12-03T00:18:34
275,30K,1:49:13,0:18:57,"3,47","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:47,2023-12-03T01:49:13,2023-12-03T00:18:57
275,35K,2:08:36,0:19:23,"3,53","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:53,2023-12-03T02:08:36,2023-12-03T00:19:23
275,40K,2:27:44,0:19:09,"3,50","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:50,2023-12-03T02:27:44,2023-12-03T00:19:09
275,META,2:35:52,0:08:07,"3,42","HAGGARD-KEARNEY, EMILY",F,60,Top 25,2023-12-03T00:03:42,2023-12-03T02:35:52,2023-12-03T00:08:07
292,5K,0:18:28,0:18:28,"0,00","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:28,2023-12-03T00:18:28
292,10K,0:36:54,0:18:25,"3,41","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:41,2023-12-03T00:36:54,2023-12-03T00:18:25
292,15K,0:55:19,0:18:26,"3,41","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:41,2023-12-03T00:55:19,2023-12-03T00:18:26
292,20K,1:13:41,0:18:22,"3,40","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:40,2023-12-03T01:13:41,2023-12-03T00:18:22
292,Half,1:17:46,0:04:04,"3,42","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:42,2023-12-03T01:17:46,2023-12-03T00:04:04
292,25K,1:32:20,0:18:38,"3,44","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:44,2023-12-03T01:32:20,2023-12-03T00:18:38
292,30K,1:51:09,0:18:49,"3,46","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:46,2023-12-03T01:51:09,2023-12-03T00:18:49
292,35K,2:09:51,0:18:43,"3,45","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:45,2023-12-03T02:09:51,2023-12-03T00:18:43
292,40K,2:28:01,0:18:09,"3,38","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:38,2023-12-03T02:28:01,2023-12-03T00:18:09
292,META,2:35:59,0:07:58,"3,38","GIURCANU, CRISTINA",F,61,Top 25,2023-12-03T00:03:38,2023-12-03T02:35:59,2023-12-03T00:07:58
327,5K,0:18:20,0:18:20,"0,00","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:20,2023-12-03T00:18:20
327,10K,0:36:39,0:18:19,"3,40","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:40,2023-12-03T00:36:39,2023-12-03T00:18:19
327,15K,0:54:56,0:18:17,"3,39","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:39,2023-12-03T00:54:56,2023-12-03T00:18:17
327,20K,1:13:08,0:18:13,"3,39","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:39,2023-12-03T01:13:08,2023-12-03T00:18:13
327,Half,1:17:09,0:04:01,"3,40","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:40,2023-12-03T01:17:09,2023-12-03T00:04:01
327,25K,1:31:32,0:18:23,"3,41","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:41,2023-12-03T01:31:32,2023-12-03T00:18:23
327,30K,1:49:47,0:18:15,"3,39","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:39,2023-12-03T01:49:47,2023-12-03T00:18:15
327,35K,2:08:27,0:18:41,"3,44","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:44,2023-12-03T02:08:27,2023-12-03T00:18:41
327,40K,2:27:29,0:19:01,"3,48","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:48,2023-12-03T02:27:29,2023-12-03T00:19:01
327,META,2:36:09,0:08:40,"3,57","SALOMÉ, BRUN",F,62,Top 25,2023-12-03T00:03:57,2023-12-03T02:36:09,2023-12-03T00:08:40
4418,5K,0:18:36,0:18:36,"0,00","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:36,2023-12-03T00:18:36
4418,10K,0:37:06,0:18:29,"3,42","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:42,2023-12-03T00:37:06,2023-12-03T00:18:29
4418,15K,0:55:38,0:18:32,"3,42","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:42,2023-12-03T00:55:38,2023-12-03T00:18:32
4418,20K,1:14:11,0:18:33,"3,43","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:43,2023-12-03T01:14:11,2023-12-03T00:18:33
4418,Half,1:18:13,0:04:03,"3,42","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:42,2023-12-03T01:18:13,2023-12-03T00:04:03
4418,25K,1:32:44,0:18:34,"3,43","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:43,2023-12-03T01:32:44,2023-12-03T00:18:34
4418,30K,1:51:22,0:18:38,"3,44","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:44,2023-12-03T01:51:22,2023-12-03T00:18:38
4418,35K,2:10:16,0:18:53,"3,47","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:47,2023-12-03T02:10:16,2023-12-03T00:18:53
4418,40K,2:28:45,0:18:30,"3,42","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:42,2023-12-03T02:28:45,2023-12-03T00:18:30
4418,META,2:36:36,0:07:50,"3,34","AUGUSTINE, EMERAUX",F,63,Top 25,2023-12-03T00:03:34,2023-12-03T02:36:36,2023-12-03T00:07:50
282,5K,0:18:15,0:18:15,"0,00","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:15,2023-12-03T00:18:15
282,10K,0:36:26,0:18:12,"3,38","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:38,2023-12-03T00:36:26,2023-12-03T00:18:12
282,15K,0:54:48,0:18:22,"3,40","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:40,2023-12-03T00:54:48,2023-12-03T00:18:22
282,20K,1:13:08,0:18:20,"3,40","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:40,2023-12-03T01:13:08,2023-12-03T00:18:20
282,Half,1:17:09,0:04:00,"3,39","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:39,2023-12-03T01:17:09,2023-12-03T00:04:00
282,25K,1:31:38,0:18:30,"3,42","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:42,2023-12-03T01:31:38,2023-12-03T00:18:30
282,30K,1:50:25,0:18:47,"3,45","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:45,2023-12-03T01:50:25,2023-12-03T00:18:47
282,35K,2:09:37,0:19:11,"3,50","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:50,2023-12-03T02:09:37,2023-12-03T00:19:11
282,40K,2:28:34,0:18:58,"3,48","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:48,2023-12-03T02:28:34,2023-12-03T00:18:58
282,META,2:36:42,0:08:07,"3,42","MARTÍNEZ AGUILERA, CARMEN PATRICIA",F,64,Top 25,2023-12-03T00:03:42,2023-12-03T02:36:42,2023-12-03T00:08:07
939,5K,0:18:42,0:18:42,"0,00","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:42,2023-12-03T00:18:42
939,10K,0:37:18,0:18:37,"3,43","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:43,2023-12-03T00:37:18,2023-12-03T00:18:37
939,15K,0:55:52,0:18:34,"3,43","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:43,2023-12-03T00:55:52,2023-12-03T00:18:34
939,20K,1:14:18,0:18:26,"3,41","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:41,2023-12-03T01:14:18,2023-12-03T00:18:26
939,Half,1:18:23,0:04:04,"3,42","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:42,2023-12-03T01:18:23,2023-12-03T00:04:04
939,25K,1:32:53,0:18:34,"3,43","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:43,2023-12-03T01:32:53,2023-12-03T00:18:34
939,30K,1:51:22,0:18:30,"3,42","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:42,2023-12-03T01:51:22,2023-12-03T00:18:30
939,35K,2:10:07,0:18:44,"3,45","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:45,2023-12-03T02:10:07,2023-12-03T00:18:44
939,40K,2:28:42,0:18:35,"3,43","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:43,2023-12-03T02:28:42,2023-12-03T00:18:35
939,META,2:36:47,0:08:05,"3,41","LÉA, NAVARRO",F,65,Top 25,2023-12-03T00:03:41,2023-12-03T02:36:47,2023-12-03T00:08:05
3552,5K,0:18:45,0:18:45,"0,00","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:45,2023-12-03T00:18:45
3552,10K,0:37:25,0:18:39,"3,44","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:44,2023-12-03T00:37:25,2023-12-03T00:18:39
3552,15K,0:56:08,0:18:44,"3,45","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:45,2023-12-03T00:56:08,2023-12-03T00:18:44
3552,20K,1:14:48,0:18:40,"3,44","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:44,2023-12-03T01:14:48,2023-12-03T00:18:40
3552,Half,1:18:52,0:04:04,"3,42","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:42,2023-12-03T01:18:52,2023-12-03T00:04:04
3552,25K,1:33:25,0:18:37,"3,43","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:43,2023-12-03T01:33:25,2023-12-03T00:18:37
3552,30K,1:52:03,0:18:38,"3,44","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:44,2023-12-03T01:52:03,2023-12-03T00:18:38
3552,35K,2:10:51,0:18:48,"3,46","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:46,2023-12-03T02:10:51,2023-12-03T00:18:48
3552,40K,2:29:18,0:18:27,"3,41","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:41,2023-12-03T02:29:18,2023-12-03T00:18:27
3552,META,2:37:10,0:07:51,"3,35","CHLOÉ, REITZ",F,66,Top 25,2023-12-03T00:03:35,2023-12-03T02:37:10,2023-12-03T00:07:51
302,5K,0:18:39,0:18:39,"0,00","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:39,2023-12-03T00:18:39
302,10K,0:37:23,0:18:43,"3,45","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:45,2023-12-03T00:37:23,2023-12-03T00:18:43
302,15K,0:56:08,0:18:45,"3,45","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:45,2023-12-03T00:56:08,2023-12-03T00:18:45
302,20K,1:14:48,0:18:41,"3,44","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:44,2023-12-03T01:14:48,2023-12-03T00:18:41
302,Half,1:18:56,0:04:08,"3,46","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:46,2023-12-03T01:18:56,2023-12-03T00:04:08
302,25K,1:33:32,0:18:44,"3,45","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:45,2023-12-03T01:33:32,2023-12-03T00:18:44
302,30K,1:52:17,0:18:45,"3,45","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:45,2023-12-03T01:52:17,2023-12-03T00:18:45
302,35K,2:10:59,0:18:42,"3,44","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:44,2023-12-03T02:10:59,2023-12-03T00:18:42
302,40K,2:29:20,0:18:20,"3,40","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:40,2023-12-03T02:29:20,2023-12-03T00:18:20
302,META,2:37:32,0:08:12,"3,44","SILVESTRE SORIANO, ELENA",F,67,Top 25,2023-12-03T00:03:44,2023-12-03T02:37:32,2023-12-03T00:08:12
293,5K,0:18:16,0:18:16,"0,00","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:16,2023-12-03T00:18:16
293,10K,0:36:43,0:18:27,"3,41","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:41,2023-12-03T00:36:43,2023-12-03T00:18:27
293,15K,0:55:16,0:18:34,"3,43","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:43,2023-12-03T00:55:16,2023-12-03T00:18:34
293,20K,1:13:46,0:18:30,"3,42","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:42,2023-12-03T01:13:46,2023-12-03T00:18:30
293,Half,1:17:52,0:04:05,"3,43","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:43,2023-12-03T01:17:52,2023-12-03T00:04:05
293,25K,1:32:51,0:19:04,"3,49","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:49,2023-12-03T01:32:51,2023-12-03T00:19:04
293,30K,1:51:40,0:18:49,"3,46","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:46,2023-12-03T01:51:40,2023-12-03T00:18:49
293,35K,2:10:40,0:19:01,"3,48","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:48,2023-12-03T02:10:40,2023-12-03T00:19:01
293,40K,2:29:35,0:18:54,"3,47","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:47,2023-12-03T02:29:35,2023-12-03T00:18:54
293,META,2:37:43,0:08:08,"3,42","IAVARONE, ELISABETTA",F,68,Top 25,2023-12-03T00:03:42,2023-12-03T02:37:43,2023-12-03T00:08:08
299,5K,0:18:23,0:18:23,"0,00","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:23,2023-12-03T00:18:23
299,10K,0:36:47,0:18:24,"3,41","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:41,2023-12-03T00:36:47,2023-12-03T00:18:24
299,15K,0:55:18,0:18:32,"3,42","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:42,2023-12-03T00:55:18,2023-12-03T00:18:32
299,20K,1:13:48,0:18:29,"3,42","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:42,2023-12-03T01:13:48,2023-12-03T00:18:29
299,Half,1:17:52,0:04:05,"3,43","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:43,2023-12-03T01:17:52,2023-12-03T00:04:05
299,25K,1:32:33,0:18:45,"3,45","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:45,2023-12-03T01:32:33,2023-12-03T00:18:45
299,30K,1:51:36,0:19:03,"3,49","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:49,2023-12-03T01:51:36,2023-12-03T00:19:03
299,35K,2:11:02,0:19:26,"3,53","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:53,2023-12-03T02:11:02,2023-12-03T00:19:26
299,40K,2:30:32,0:19:31,"3,54","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:54,2023-12-03T02:30:32,2023-12-03T00:19:31
299,META,2:38:38,0:08:05,"3,41","FECTEAU, SAMANTHA",F,69,Top 25,2023-12-03T00:03:41,2023-12-03T02:38:38,2023-12-03T00:08:05
303,5K,0:18:07,0:18:07,"0,00","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:07,2023-12-03T00:18:07
303,10K,0:36:36,0:18:29,"3,42","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:42,2023-12-03T00:36:36,2023-12-03T00:18:29
303,15K,0:55:10,0:18:34,"3,43","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:43,2023-12-03T00:55:10,2023-12-03T00:18:34
303,20K,1:13:40,0:18:31,"3,42","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:42,2023-12-03T01:13:40,2023-12-03T00:18:31
303,Half,1:17:45,0:04:04,"3,42","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:42,2023-12-03T01:17:45,2023-12-03T00:04:04
303,25K,1:32:32,0:18:51,"3,46","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:46,2023-12-03T01:32:32,2023-12-03T00:18:51
303,30K,1:51:45,0:19:13,"3,51","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:51,2023-12-03T01:51:45,2023-12-03T00:19:13
303,35K,2:11:24,0:19:39,"3,56","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:56,2023-12-03T02:11:24,2023-12-03T00:19:39
303,40K,2:30:24,0:19:00,"3,48","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:48,2023-12-03T02:30:24,2023-12-03T00:19:00
303,META,2:38:42,0:08:18,"3,47","GARCÍA JIMÉNEZ, BEATRIZ ELENA",F,70,Top 25,2023-12-03T00:03:47,2023-12-03T02:38:42,2023-12-03T00:08:18
1120,5K,0:17:43,0:17:43,"0,00","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:00:00,2023-12-03T00:17:43,2023-12-03T00:17:43
1120,10K,0:35:11,0:17:27,"3,29","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:03:29,2023-12-03T00:35:11,2023-12-03T00:17:27
1120,15K,0:52:42,0:17:32,"3,30","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:03:30,2023-12-03T00:52:42,2023-12-03T00:17:32
1120,20K,1:10:18,0:17:36,"3,31","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:03:31,2023-12-03T01:10:18,2023-12-03T00:17:36
1120,Half,1:14:15,0:03:57,"3,36","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:03:36,2023-12-03T01:14:15,2023-12-03T00:03:57
1120,25K,1:28:42,0:18:24,"3,41","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:03:41,2023-12-03T01:28:42,2023-12-03T00:18:24
1120,30K,1:47:43,0:19:01,"3,48","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:03:48,2023-12-03T01:47:43,2023-12-03T00:19:01
1120,35K,2:08:06,0:20:23,"4,05","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:04:05,2023-12-03T02:08:06,2023-12-03T00:20:23
1120,40K,2:29:12,0:21:06,"4,13","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:04:13,2023-12-03T02:29:12,2023-12-03T00:21:06
1120,META,2:38:45,0:09:32,"4,21","PASTUÑA ALVARADO, MARIA",F,71,Top 25,2023-12-03T00:04:21,2023-12-03T02:38:45,2023-12-03T00:09:32
311,5K,0:18:50,0:18:50,"0,00","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:50,2023-12-03T00:18:50
311,10K,0:37:42,0:18:53,"3,47","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:47,2023-12-03T00:37:42,2023-12-03T00:18:53
311,15K,0:56:31,0:18:48,"3,46","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:46,2023-12-03T00:56:31,2023-12-03T00:18:48
311,20K,1:15:17,0:18:46,"3,45","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:45,2023-12-03T01:15:17,2023-12-03T00:18:46
311,Half,1:19:24,0:04:08,"3,46","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:46,2023-12-03T01:19:24,2023-12-03T00:04:08
311,25K,1:34:08,0:18:52,"3,46","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:46,2023-12-03T01:34:08,2023-12-03T00:18:52
311,30K,1:52:52,0:18:44,"3,45","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:45,2023-12-03T01:52:52,2023-12-03T00:18:44
311,35K,2:11:50,0:18:58,"3,48","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:48,2023-12-03T02:11:50,2023-12-03T00:18:58
311,40K,2:30:34,0:18:43,"3,45","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:45,2023-12-03T02:30:34,2023-12-03T00:18:43
311,META,2:38:46,0:08:11,"3,44","PICKETT, ISABELLE",F,72,Top 25,2023-12-03T00:03:44,2023-12-03T02:38:46,2023-12-03T00:08:11
329,5K,0:18:54,0:18:54,"0,00","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:54,2023-12-03T00:18:54
329,10K,0:37:33,0:18:40,"3,44","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:44,2023-12-03T00:37:33,2023-12-03T00:18:40
329,15K,0:56:17,0:18:44,"3,45","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:45,2023-12-03T00:56:17,2023-12-03T00:18:44
329,20K,1:14:59,0:18:41,"3,44","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:44,2023-12-03T01:14:59,2023-12-03T00:18:41
329,Half,1:19:05,0:04:06,"3,44","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:44,2023-12-03T01:19:05,2023-12-03T00:04:06
329,25K,1:33:53,0:18:55,"3,47","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:47,2023-12-03T01:33:53,2023-12-03T00:18:55
329,30K,1:52:49,0:18:56,"3,47","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:47,2023-12-03T01:52:49,2023-12-03T00:18:56
329,35K,2:11:54,0:19:04,"3,49","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:49,2023-12-03T02:11:54,2023-12-03T00:19:04
329,40K,2:30:58,0:19:05,"3,49","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:49,2023-12-03T02:30:58,2023-12-03T00:19:05
329,META,2:39:10,0:08:11,"3,44","MICHEL, ALICE",F,73,Top 25,2023-12-03T00:03:44,2023-12-03T02:39:10,2023-12-03T00:08:11
300,5K,0:18:51,0:18:51,"0,00","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:00:00,2023-12-03T00:18:51,2023-12-03T00:18:51
300,10K,0:37:49,0:18:58,"3,48","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:48,2023-12-03T00:37:49,2023-12-03T00:18:58
300,15K,0:56:43,0:18:53,"3,47","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:47,2023-12-03T00:56:43,2023-12-03T00:18:53
300,20K,1:15:23,0:18:40,"3,44","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:44,2023-12-03T01:15:23,2023-12-03T00:18:40
300,Half,1:19:29,0:04:07,"3,45","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:45,2023-12-03T01:19:29,2023-12-03T00:04:07
300,25K,1:34:10,0:18:47,"3,45","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:45,2023-12-03T01:34:10,2023-12-03T00:18:47
300,30K,1:52:57,0:18:48,"3,46","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:46,2023-12-03T01:52:57,2023-12-03T00:18:48
300,35K,2:12:06,0:19:09,"3,50","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:50,2023-12-03T02:12:06,2023-12-03T00:19:09
300,40K,2:31:27,0:19:20,"3,52","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:52,2023-12-03T02:31:27,2023-12-03T00:19:20
300,META,2:39:44,0:08:17,"3,46","MALIR, GEORGIA",F,74,Top 25,2023-12-03T00:03:46,2023-12-03T02:39:44,2023-12-03T00:08:17
11127,5K,0:19:09,0:19:09,"0,00","LECH, ERICA",F,75,Top 25,2023-12-03T00:00:00,2023-12-03T00:19:09,2023-12-03T00:19:09
11127,10K,0:38:04,0:18:55,"3,47","LECH, ERICA",F,75,Top 25,2023-12-03T00:03:47,2023-12-03T00:38:04,2023-12-03T00:18:55
11127,15K,0:56:56,0:18:52,"3,46","LECH, ERICA",F,75,Top 25,2023-12-03T00:03:46,2023-12-03T00:56:56,2023-12-03T00:18:52
11127,20K,1:15:53,0:18:56,"3,47","LECH, ERICA",F,75,Top 25,2023-12-03T00:03:47,2023-12-03T01:15:53,2023-12-03T00:18:56
11127,Half,1:20:03,0:04:11,"3,49","LECH, ERICA",F,75,Top 25,2023-12-03T00:03:49,2023-12-03T01:20:03,2023-12-03T00:04:11
11127,25K,1:34:45,0:18:52,"3,46","LECH, ERICA",F,75,Top 25,2023-12-03T00:03:46,2023-12-03T01:34:45,2023-12-03T00:18:52
11127,30K,1:53:33,0:18:48,"3,46","LECH, ERICA",F,75,Top 25,2023-12-03T00:03:46,2023-12-03T01:53:33,2023-12-03T00:18:48
