RACE_NUMBER,DISTANCE,TIME,PARTIAL,PACE,NAME,GENDER,OFFICIAL_POSITION,POSITION_GROUPING,PACE_DATETIME,TIME_DATETIME,PARTIAL_DATETIME
22,5K,0:14:27,0:14:27,"0,00","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:00:00,2023-12-03T00:14:27,2023-12-03T00:14:27
22,10K,0:28:54,0:14:27,"2,53","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:02:53,2023-12-03T00:28:54,2023-12-03T00:14:27
22,15K,0:43:04,0:14:11,"2,50","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:02:50,2023-12-03T00:43:04,2023-12-03T00:14:11
22,20K,0:57:22,0:14:17,"2,51","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:02:51,2023-12-03T00:57:22,2023-12-03T00:14:17
22,Half,1:00:33,0:03:11,"2,54","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:02:54,2023-12-03T01:00:33,2023-12-03T00:03:11
22,25K,1:12:16,0:14:55,"2,59","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:02:59,2023-12-03T01:12:16,2023-12-03T00:14:55
22,30K,1:27:45,0:15:29,"3,06","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:03:06,2023-12-03T01:27:45,2023-12-03T00:15:29
22,35K,1:44:11,0:16:26,"3,17","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:03:17,2023-12-03T01:44:11,2023-12-03T00:16:26
22,40K,2:01:12,0:17:01,"3,24","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:03:24,2023-12-03T02:01:12,2023-12-03T00:17:01
22,META,2:09:23,0:08:09,"3,43","KIPROP, STEPHEN",M,39,Top 25,2023-12-03T00:03:43,2023-12-03T02:09:23,2023-12-03T00:08:09
72,5K,0:15:09,0:15:09,"0,00","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:09,2023-12-03T00:15:09
72,10K,0:30:15,0:15:06,"3,01","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:01,2023-12-03T00:30:15,2023-12-03T00:15:06
72,15K,0:45:28,0:15:12,"3,02","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:02,2023-12-03T00:45:28,2023-12-03T00:15:12
72,20K,1:00:40,0:15:13,"3,03","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:03,2023-12-03T01:00:40,2023-12-03T00:15:13
72,Half,1:04:01,0:03:21,"3,03","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:03,2023-12-03T01:04:01,2023-12-03T00:03:21
72,25K,1:16:05,0:15:24,"3,05","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:05,2023-12-03T01:16:05,2023-12-03T00:15:24
72,30K,1:31:19,0:15:15,"3,03","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:03,2023-12-03T01:31:19,2023-12-03T00:15:15
72,35K,1:46:53,0:15:33,"3,07","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:07,2023-12-03T01:46:53,2023-12-03T00:15:33
72,40K,2:02:23,0:15:31,"3,06","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:06,2023-12-03T02:02:23,2023-12-03T00:15:31
72,META,2:09:36,0:07:12,"3,17","ROUDOLFF, EMMANUEL",M,40,Top 25,2023-12-03T00:03:17,2023-12-03T02:09:36,2023-12-03T00:07:12
41,5K,0:15:10,0:15:10,"0,00","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:10,2023-12-03T00:15:10
41,10K,0:30:16,0:15:05,"3,01","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:01,2023-12-03T00:30:16,2023-12-03T00:15:05
41,15K,0:45:30,0:15:15,"3,03","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:03,2023-12-03T00:45:30,2023-12-03T00:15:15
41,20K,1:00:40,0:15:09,"3,02","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:02,2023-12-03T01:00:40,2023-12-03T00:15:09
41,Half,1:04:02,0:03:22,"3,04","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:04,2023-12-03T01:04:02,2023-12-03T00:03:22
41,25K,1:16:06,0:15:26,"3,05","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:05,2023-12-03T01:16:06,2023-12-03T00:15:26
41,30K,1:31:21,0:15:16,"3,03","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:03,2023-12-03T01:31:21,2023-12-03T00:15:16
41,35K,1:47:08,0:15:46,"3,09","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:09,2023-12-03T01:47:08,2023-12-03T00:15:46
41,40K,2:03:09,0:16:02,"3,12","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:12,2023-12-03T02:03:09,2023-12-03T00:16:02
41,META,2:10:01,0:06:51,"3,07","ARBE, JOAQUÍN EMANUEL",M,41,Top 25,2023-12-03T00:03:07,2023-12-03T02:10:01,2023-12-03T00:06:51
128,5K,0:14:28,0:14:28,"0,00","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:00:00,2023-12-03T00:14:28,2023-12-03T00:14:28
128,10K,0:30:05,0:15:36,"3,07","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:07,2023-12-03T00:30:05,2023-12-03T00:15:36
128,15K,0:45:27,0:15:22,"3,04","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:04,2023-12-03T00:45:27,2023-12-03T00:15:22
128,20K,1:00:38,0:15:11,"3,02","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:02,2023-12-03T01:00:38,2023-12-03T00:15:11
128,Half,1:03:59,0:03:22,"3,04","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:04,2023-12-03T01:03:59,2023-12-03T00:03:22
128,25K,1:16:03,0:15:26,"3,05","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:05,2023-12-03T01:16:03,2023-12-03T00:15:26
128,30K,1:31:29,0:15:26,"3,05","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:05,2023-12-03T01:31:29,2023-12-03T00:15:26
128,35K,1:47:49,0:16:19,"3,16","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:16,2023-12-03T01:47:49,2023-12-03T00:16:19
128,40K,2:03:39,0:15:51,"3,10","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:10,2023-12-03T02:03:39,2023-12-03T00:15:51
128,META,2:10:31,0:06:51,"3,07","SIWOKO, ABEL",M,42,Top 25,2023-12-03T00:03:07,2023-12-03T02:10:31,2023-12-03T00:06:51
153,5K,0:15:08,0:15:08,"0,00","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:08,2023-12-03T00:15:08
153,10K,0:30:13,0:15:06,"3,01","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:01,2023-12-03T00:30:13,2023-12-03T00:15:06
153,15K,0:45:30,0:15:17,"3,03","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:03,2023-12-03T00:45:30,2023-12-03T00:15:17
153,20K,1:00:39,0:15:09,"3,02","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:02,2023-12-03T01:00:39,2023-12-03T00:15:09
153,Half,1:04:01,0:03:21,"3,03","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:03,2023-12-03T01:04:01,2023-12-03T00:03:21
153,25K,1:16:04,0:15:25,"3,05","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:05,2023-12-03T01:16:04,2023-12-03T00:15:25
153,30K,1:31:18,0:15:14,"3,03","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:03,2023-12-03T01:31:18,2023-12-03T00:15:14
153,35K,1:46:57,0:15:38,"3,08","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:08,2023-12-03T01:46:57,2023-12-03T00:15:38
153,40K,2:03:15,0:16:18,"3,16","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:16,2023-12-03T02:03:15,2023-12-03T00:16:18
153,META,2:10:35,0:07:20,"3,20","SIGUENI, HICHAM",M,43,Top 25,2023-12-03T00:03:20,2023-12-03T02:10:35,2023-12-03T00:07:20
30,5K,0:15:09,0:15:09,"0,00","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:09,2023-12-03T00:15:09
30,10K,0:30:13,0:15:04,"3,01","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:01,2023-12-03T00:30:13,2023-12-03T00:15:04
30,15K,0:45:30,0:15:17,"3,03","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:03,2023-12-03T00:45:30,2023-12-03T00:15:17
30,20K,1:00:39,0:15:09,"3,02","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:02,2023-12-03T01:00:39,2023-12-03T00:15:09
30,Half,1:04:00,0:03:22,"3,04","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:04,2023-12-03T01:04:00,2023-12-03T00:03:22
30,25K,1:16:04,0:15:26,"3,05","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:05,2023-12-03T01:16:04,2023-12-03T00:15:26
30,30K,1:31:26,0:15:22,"3,04","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:04,2023-12-03T01:31:26,2023-12-03T00:15:22
30,35K,1:47:35,0:16:08,"3,14","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:14,2023-12-03T01:47:35,2023-12-03T00:16:08
30,40K,2:03:48,0:16:13,"3,15","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:15,2023-12-03T02:03:48,2023-12-03T00:16:13
30,META,2:10:44,0:06:56,"3,10","MATEO, DANIEL",M,44,Top 25,2023-12-03T00:03:10,2023-12-03T02:10:44,2023-12-03T00:06:56
58,5K,0:15:08,0:15:08,"0,00","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:08,2023-12-03T00:15:08
58,10K,0:30:13,0:15:04,"3,01","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:01,2023-12-03T00:30:13,2023-12-03T00:15:04
58,15K,0:45:27,0:15:14,"3,03","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:03,2023-12-03T00:45:27,2023-12-03T00:15:14
58,20K,1:00:38,0:15:12,"3,02","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:02,2023-12-03T01:00:38,2023-12-03T00:15:12
58,Half,1:04:00,0:03:22,"3,04","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:04,2023-12-03T01:04:00,2023-12-03T00:03:22
58,25K,1:16:03,0:15:25,"3,05","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:05,2023-12-03T01:16:03,2023-12-03T00:15:25
58,30K,1:31:17,0:15:13,"3,03","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:03,2023-12-03T01:31:17,2023-12-03T00:15:13
58,35K,1:46:28,0:15:12,"3,02","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:02,2023-12-03T01:46:28,2023-12-03T00:15:12
58,40K,2:02:40,0:16:11,"3,14","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:14,2023-12-03T02:02:40,2023-12-03T00:16:11
58,META,2:10:57,0:08:17,"3,46","GONDOUIN, VALENTIN",M,45,Top 25,2023-12-03T00:03:46,2023-12-03T02:10:57,2023-12-03T00:08:17
88,5K,0:15:31,0:15:31,"0,00","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:31,2023-12-03T00:15:31
88,10K,0:31:13,0:15:41,"3,08","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:08,2023-12-03T00:31:13,2023-12-03T00:15:41
88,15K,0:46:47,0:15:34,"3,07","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:07,2023-12-03T00:46:47,2023-12-03T00:15:34
88,20K,1:02:16,0:15:30,"3,06","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:06,2023-12-03T01:02:16,2023-12-03T00:15:30
88,Half,1:05:40,0:03:23,"3,05","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:05,2023-12-03T01:05:40,2023-12-03T00:03:23
88,25K,1:17:55,0:15:38,"3,08","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:08,2023-12-03T01:17:55,2023-12-03T00:15:38
88,30K,1:33:37,0:15:42,"3,08","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:08,2023-12-03T01:33:37,2023-12-03T00:15:42
88,35K,1:49:33,0:15:56,"3,11","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:11,2023-12-03T01:49:33,2023-12-03T00:15:56
88,40K,2:04:56,0:15:23,"3,05","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:03:05,2023-12-03T02:04:56,2023-12-03T00:15:23
88,META,2:11:20,0:06:24,"2,55","SOMMER SIMONSEN, JACOB",M,46,Top 25,2023-12-03T00:02:55,2023-12-03T02:11:20,2023-12-03T00:06:24
101,5K,0:15:40,0:15:40,"0,00","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:40,2023-12-03T00:15:40
101,10K,0:31:13,0:15:33,"3,07","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:07,2023-12-03T00:31:13,2023-12-03T00:15:33
101,15K,0:46:47,0:15:35,"3,07","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:07,2023-12-03T00:46:47,2023-12-03T00:15:35
101,20K,1:02:16,0:15:29,"3,06","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:06,2023-12-03T01:02:16,2023-12-03T00:15:29
101,Half,1:05:40,0:03:23,"3,05","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:05,2023-12-03T01:05:40,2023-12-03T00:03:23
101,25K,1:17:56,0:15:39,"3,08","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:08,2023-12-03T01:17:56,2023-12-03T00:15:39
101,30K,1:33:37,0:15:42,"3,08","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:08,2023-12-03T01:33:37,2023-12-03T00:15:42
101,35K,1:49:33,0:15:55,"3,11","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:11,2023-12-03T01:49:33,2023-12-03T00:15:55
101,40K,2:04:57,0:15:25,"3,05","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:05,2023-12-03T02:04:57,2023-12-03T00:15:25
101,META,2:11:45,0:06:46,"3,05","KHARAZISHVILI, DAVITI",M,47,Top 25,2023-12-03T00:03:05,2023-12-03T02:11:45,2023-12-03T00:06:46
65,5K,0:14:52,0:14:52,"0,00","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:00:00,2023-12-03T00:14:52,2023-12-03T00:14:52
65,10K,0:29:39,0:14:47,"2,57","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:02:57,2023-12-03T00:29:39,2023-12-03T00:14:47
65,15K,0:44:34,0:14:55,"2,59","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:02:59,2023-12-03T00:44:34,2023-12-03T00:14:55
65,20K,0:59:30,0:14:56,"2,59","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:02:59,2023-12-03T00:59:30,2023-12-03T00:14:56
65,Half,1:02:50,0:03:21,"3,03","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:03:03,2023-12-03T01:02:50,2023-12-03T00:03:21
65,25K,1:14:52,0:15:22,"3,04","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:03:04,2023-12-03T01:14:52,2023-12-03T00:15:22
65,30K,1:30:47,0:15:56,"3,11","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:03:11,2023-12-03T01:30:47,2023-12-03T00:15:56
65,35K,1:47:09,0:16:21,"3,16","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:03:16,2023-12-03T01:47:09,2023-12-03T00:16:21
65,40K,2:04:02,0:16:53,"3,23","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:03:23,2023-12-03T02:04:02,2023-12-03T00:16:53
65,META,2:11:47,0:07:45,"3,32","KURGAT, STANLEY",M,48,Top 25,2023-12-03T00:03:32,2023-12-03T02:11:47,2023-12-03T00:07:45
92,5K,0:15:40,0:15:40,"0,00","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:40,2023-12-03T00:15:40
92,10K,0:31:14,0:15:33,"3,07","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:07,2023-12-03T00:31:14,2023-12-03T00:15:33
92,15K,0:46:48,0:15:34,"3,07","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:07,2023-12-03T00:46:48,2023-12-03T00:15:34
92,20K,1:02:17,0:15:30,"3,06","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:06,2023-12-03T01:02:17,2023-12-03T00:15:30
92,Half,1:05:41,0:03:23,"3,05","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:05,2023-12-03T01:05:41,2023-12-03T00:03:23
92,25K,1:17:56,0:15:38,"3,08","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:08,2023-12-03T01:17:56,2023-12-03T00:15:38
92,30K,1:33:36,0:15:40,"3,08","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:08,2023-12-03T01:33:36,2023-12-03T00:15:40
92,35K,1:49:33,0:15:58,"3,12","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:12,2023-12-03T01:49:33,2023-12-03T00:15:58
92,40K,2:04:57,0:15:24,"3,05","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:05,2023-12-03T02:04:57,2023-12-03T00:15:24
92,META,2:11:49,0:06:51,"3,07","DO CANTO, THOMAS",M,49,Top 25,2023-12-03T00:03:07,2023-12-03T02:11:49,2023-12-03T00:06:51
125,5K,0:15:32,0:15:32,"0,00","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:32,2023-12-03T00:15:32
125,10K,0:31:13,0:15:41,"3,08","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:08,2023-12-03T00:31:13,2023-12-03T00:15:41
125,15K,0:46:47,0:15:35,"3,07","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:07,2023-12-03T00:46:47,2023-12-03T00:15:35
125,20K,1:02:17,0:15:29,"3,06","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:06,2023-12-03T01:02:17,2023-12-03T00:15:29
125,Half,1:05:40,0:03:24,"3,06","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:06,2023-12-03T01:05:40,2023-12-03T00:03:24
125,25K,1:17:55,0:15:39,"3,08","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:08,2023-12-03T01:17:55,2023-12-03T00:15:39
125,30K,1:33:37,0:15:41,"3,08","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:08,2023-12-03T01:33:37,2023-12-03T00:15:41
125,35K,1:49:33,0:15:57,"3,11","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:11,2023-12-03T01:49:33,2023-12-03T00:15:57
125,40K,2:05:01,0:15:27,"3,05","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:05,2023-12-03T02:05:01,2023-12-03T00:15:27
125,META,2:11:51,0:06:50,"3,07","IVANOVSKI, DARIO",M,50,Top 25,2023-12-03T00:03:07,2023-12-03T02:11:51,2023-12-03T00:06:50
42,5K,0:15:10,0:15:10,"0,00","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:10,2023-12-03T00:15:10
42,10K,0:30:14,0:15:05,"3,01","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:01,2023-12-03T00:30:14,2023-12-03T00:15:05
42,15K,0:45:32,0:15:17,"3,03","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:03,2023-12-03T00:45:32,2023-12-03T00:15:17
42,20K,1:00:39,0:15:08,"3,02","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:02,2023-12-03T01:00:39,2023-12-03T00:15:08
42,Half,1:04:01,0:03:21,"3,03","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:03,2023-12-03T01:04:01,2023-12-03T00:03:21
42,25K,1:16:06,0:15:26,"3,05","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:05,2023-12-03T01:16:06,2023-12-03T00:15:26
42,30K,1:31:30,0:15:24,"3,05","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:05,2023-12-03T01:31:30,2023-12-03T00:15:24
42,35K,1:47:51,0:16:21,"3,16","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:16,2023-12-03T01:47:51,2023-12-03T00:16:21
42,40K,2:04:22,0:16:32,"3,18","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:18,2023-12-03T02:04:22,2023-12-03T00:16:32
42,META,2:11:55,0:07:32,"3,26","PACHECO OROZCO, JUAN JOEL",M,51,Top 25,2023-12-03T00:03:26,2023-12-03T02:11:55,2023-12-03T00:07:32
108,5K,0:15:41,0:15:41,"0,00","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:41,2023-12-03T00:15:41
108,10K,0:31:14,0:15:33,"3,07","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:07,2023-12-03T00:31:14,2023-12-03T00:15:33
108,15K,0:46:48,0:15:35,"3,07","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:07,2023-12-03T00:46:48,2023-12-03T00:15:35
108,20K,1:02:17,0:15:28,"3,06","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:06,2023-12-03T01:02:17,2023-12-03T00:15:28
108,Half,1:05:40,0:03:24,"3,06","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:06,2023-12-03T01:05:40,2023-12-03T00:03:24
108,25K,1:17:56,0:15:39,"3,08","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:08,2023-12-03T01:17:56,2023-12-03T00:15:39
108,30K,1:33:37,0:15:41,"3,08","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:08,2023-12-03T01:33:37,2023-12-03T00:15:41
108,35K,1:49:33,0:15:57,"3,11","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:11,2023-12-03T01:49:33,2023-12-03T00:15:57
108,40K,2:05:14,0:15:41,"3,08","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:08,2023-12-03T02:05:14,2023-12-03T00:15:41
108,META,2:12:17,0:07:02,"3,12","CERECEDA RODRIGUEZ, FERDINAN",M,52,Top 25,2023-12-03T00:03:12,2023-12-03T02:12:17,2023-12-03T00:07:02
102,5K,0:15:41,0:15:41,"0,00","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:41,2023-12-03T00:15:41
102,10K,0:31:15,0:15:34,"3,07","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:07,2023-12-03T00:31:15,2023-12-03T00:15:34
102,15K,0:46:49,0:15:34,"3,07","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:07,2023-12-03T00:46:49,2023-12-03T00:15:34
102,20K,1:02:18,0:15:29,"3,06","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:06,2023-12-03T01:02:18,2023-12-03T00:15:29
102,Half,1:05:42,0:03:24,"3,06","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:06,2023-12-03T01:05:42,2023-12-03T00:03:24
102,25K,1:17:57,0:15:40,"3,08","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:08,2023-12-03T01:17:57,2023-12-03T00:15:40
102,30K,1:33:38,0:15:41,"3,08","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:08,2023-12-03T01:33:38,2023-12-03T00:15:41
102,35K,1:49:34,0:15:56,"3,11","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:11,2023-12-03T01:49:34,2023-12-03T00:15:56
102,40K,2:05:15,0:15:41,"3,08","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:08,2023-12-03T02:05:15,2023-12-03T00:15:41
102,META,2:12:29,0:07:13,"3,17","ALTAMIMI, EBRAHIM MOHAMED EBRAHIM",M,53,Top 25,2023-12-03T00:03:17,2023-12-03T02:12:29,2023-12-03T00:07:13
81,5K,0:15:40,0:15:40,"0,00","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:40,2023-12-03T00:15:40
81,10K,0:31:14,0:15:34,"3,07","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:07,2023-12-03T00:31:14,2023-12-03T00:15:34
81,15K,0:46:48,0:15:35,"3,07","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:07,2023-12-03T00:46:48,2023-12-03T00:15:35
81,20K,1:02:17,0:15:29,"3,06","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:06,2023-12-03T01:02:17,2023-12-03T00:15:29
81,Half,1:05:41,0:03:23,"3,05","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:05,2023-12-03T01:05:41,2023-12-03T00:03:23
81,25K,1:17:57,0:15:39,"3,08","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:08,2023-12-03T01:17:57,2023-12-03T00:15:39
81,30K,1:33:42,0:15:46,"3,09","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:09,2023-12-03T01:33:42,2023-12-03T00:15:46
81,35K,1:49:55,0:16:12,"3,14","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:14,2023-12-03T01:49:55,2023-12-03T00:16:12
81,40K,2:06:06,0:16:11,"3,14","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:14,2023-12-03T02:06:06,2023-12-03T00:16:11
81,META,2:12:57,0:06:50,"3,07","WÄGELI, PATRIK",M,54,Top 25,2023-12-03T00:03:07,2023-12-03T02:12:57,2023-12-03T00:06:50
382,5K,0:15:45,0:15:45,"0,00","JASON, POINTEAU",M,55,Top 25,2023-12-03T00:00:00,2023-12-03T00:15:45,2023-12-03T00:15:45
