RACE NUMBER,DISTANCE,TIEMPO,PARTIAL,PACE
292,25K,1:32:20,0:18:38,"3,44"
292,30K,1:51:09,0:18:49,"3,46"
292,35K,2:09:51,0:18:43,"3,45"
292,40K,2:28:01,0:18:09,"3,38"
292,META,2:35:59,0:07:58,"3,38"
327,5K,0:18:20,0:18:20,"0,00"
327,10K,0:36:39,0:18:19,"3,40"
327,15K,0:54:56,0:18:17,"3,39"
327,20K,1:13:08,0:18:13,"3,39"
327,Half,1:17:09,0:04:01,"3,40"
327,25K,1:31:32,0:18:23,"3,41"
327,30K,1:49:47,0:18:15,"3,39"
327,35K,2:08:27,0:18:41,"3,44"
327,40K,2:27:29,0:19:01,"3,48"
327,META,2:36:09,0:08:40,"3,57"
4418,5K,0:18:36,0:18:36,"0,00"
4418,10K,0:37:06,0:18:29,"3,42"
4418,15K,0:55:38,0:18:32,"3,42"
4418,20K,1:14:11,0:18:33,"3,43"
4418,Half,1:18:13,0:04:03,"3,42"
4418,25K,1:32:44,0:18:34,"3,43"
4418,30K,1:51:22,0:18:38,"3,44"
4418,35K,2:10:16,0:18:53,"3,47"
4418,40K,2:28:45,0:18:30,"3,42"
4418,META,2:36:36,0:07:50,"3,34"
282,5K,0:18:15,0:18:15,"0,00"
282,10K,0:36:26,0:18:12,"3,38"
282,15K,0:54:48,0:18:22,"3,40"
282,20K,1:13:08,0:18:20,"3,40"
282,Half,1:17:09,0:04:00,"3,39"
282,25K,1:31:38,0:18:30,"3,42"
282,30K,1:50:25,0:18:47,"3,45"
282,35K,2:09:37,0:19:11,"3,50"
282,40K,2:28:34,0:18:58,"3,48"
282,META,2:36:42,0:08:07,"3,42"
939,5K,0:18:42,0:18:42,"0,00"
939,10K,0:37:18,0:18:37,"3,43"
939,15K,0:55:52,0:18:34,"3,43"
939,20K,1:14:18,0:18:26,"3,41"
939,Half,1:18:23,0:04:04,"3,42"
939,25K,1:32:53,0:18:34,"3,43"
939,30K,1:51:22,0:18:30,"3,42"
939,35K,2:10:07,0:18:44,"3,45"
939,40K,2:28:42,0:18:35,"3,43"
939,META,2:36:47,0:08:05,"3,41"
3552,5K,0:18:45,0:18:45,"0,00"
3552,10K,0:37:25,0:18:39,"3,44"
3552,15K,0:56:08,0:18:44,"3,45"
3552,20K,1:14:48,0:18:40,"3,44"
3552,Half,1:18:52,0:04:04,"3,42"
3552,25K,1:33:25,0:18:37,"3,43"
3552,30K,1:52:03,0:18:38,"3,44"
3552,35K,2:10:51,0:18:48,"3,46"
3552,40K,2:29:18,0:18:27,"3,41"
3552,META,2:37:10,0:07:51,"3,35"
302,5K,0:18:39,0:18:39,"0,00"
302,10K,0:37:23,0:18:43,"3,45"
302,15K,0:56:08,0:18:45,"3,45"
302,20K,1:14:48,0:18:41,"3,44"
302,Half,1:18:56,0:04:08,"3,46"
302,25K,1:33:32,0:18:44,"3,45"
302,30K,1:52:17,0:18:45,"3,45"
302,35K,2:10:59,0:18:42,"3,44"
302,40K,2:29:20,0:18:20,"3,40"
302,META,2:37:32,0:08:12,"3,44"
293,5K,0:18:16,0:18:16,"0,00"
293,10K,0:36:43,0:18:27,"3,41"
293,15K,0:55:16,0:18:34,"3,43"
293,20K,1:13:46,0:18:30,"3,42"
293,Half,1:17:52,0:04:05,"3,43"
293,25K,1:32:51,0:19:04,"3,49"
293,30K,1:51:40,0:18:49,"3,46"
293,35K,2:10:40,0:19:01,"3,48"
293,40K,2:29:35,0:18:54,"3,47"
293,META,2:37:43,0:08:08,"3,42"
299,5K,0:18:23,0:18:23,"0,00"
299,10K,0:36:47,0:18:24,"3,41"
299,15K,0:55:18,0:18:32,"3,42"
299,20K,1:13:48,0:18:29,"3,42"
299,Half,1:17:52,0:04:05,"3,43"
299,25K,1:32:33,0:18:45,"3,45"
299,30K,1:51:36,0:19:03,"3,49"
299,35K,2:11:02,0:19:26,"3,53"
299,40K,2:30:32,0:19:31,"3,54"
299,META,2:38:38,0:08:05,"3,41"
303,5K,0:18:07,0:18:07,"0,00"
303,10K,0:36:36,0:18:29,"3,42"
303,15K,0:55:10,0:18:34,"3,43"
303,20K,1:13:40,0:18:31,"3,42"
303,Half,1:17:45,0:04:04,"3,42"
303,25K,1:32:32,0:18:51,"3,46"
303,30K,1:51:45,0:19:13,"3,51"
303,35K,2:11:24,0:19:39,"3,56"
303,40K,2:30:24,0:19:00,"3,48"
303,META,2:38:42,0:08:18,"3,47"
1120,5K,0:17:43,0:17:43,"0,00"
1120,10K,0:35:11,0:17:27,"3,29"
1120,15K,0:52:42,0:17:32,"3,30"
1120,20K,1:10:18,0:17:36,"3,31"
1120,Half,1:14:15,0:03:57,"3,36"
1120,25K,1:28:42,0:18:24,"3,41"
1120,30K,1:47:43,0:19:01,"3,48"
1120,35K,2:08:06,0:20:23,"4,05"
1120,40K,2:29:12,0:21:06,"4,13"
1120,META,2:38:45,0:09:32,"4,21"
311,5K,0:18:50,0:18:50,"0,00"
311,10K,0:37:42,0:18:53,"3,47"
311,15K,0:56:31,0:18:48,"3,46"
311,20K,1:15:17,0:18:46,"3,45"
311,Half,1:19:24,0:04:08,"3,46"
311,25K,1:34:08,0:18:52,"3,46"
311,30K,1:52:52,0:18:44,"3,45"
311,35K,2:11:50,0:18:58,"3,48"
311,40K,2:30:34,0:18:43,"3,45"
311,META,2:38:46,0:08:11,"3,44"
329,5K,0:18:54,0:18:54,"0,00"
329,10K,0:37:33,0:18:40,"3,44"
329,15K,0:56:17,0:18:44,"3,45"
329,20K,1:14:59,0:18:41,"3,44"
329,Half,1:19:05,0:04:06,"3,44"
329,25K,1:33:53,0:18:55,"3,47"
329,30K,1:52:49,0:18:56,"3,47"
329,35K,2:11:54,0:19:04,"3,49"
329,40K,2:30:58,0:19:05,"3,49"
329,META,2:39:10,0:08:11,"3,44"
300,5K,0:18:51,0:18:51,"0,00"
300,10K,0:37:49,0:18:58,"3,48"
300,15K,0:56:43,0:18:53,"3,47"
300,20K,1:15:23,0:18:40,"3,44"
300,Half,1:19:29,0:04:07,"3,45"
300,25K,1:34:10,0:18:47,"3,45"
300,30K,1:52:57,0:18:48,"3,46"
300,35K,2:12:06,0:19:09,"3,50"
300,40K,2:31:27,0:19:20,"3,52"
300,META,2:39:44,0:08:17,"3,46"
11127,5K,0:19:09,0:19:09,"0,00"
11127,10K,0:38:04,0:18:55,"3,47"
11127,15K,0:56:56,0:18:52,"3,46"
11127,20K,1:15:53,0:18:56,"3,47"
11127,Half,1:20:03,0:04:11,"3,49"
11127,25K,1:34:45,0:18:52,"3,46"
11127,30K,1:53:33,0:18:48,"3,46"
11127,35K,2:12:37,0:19:04,"3,49"
11127,40K,2:31:31,0:18:54,"3,47"
11127,META,2:39:40,0:08:09,"3,43"
2675,5K,0:19:14,0:19:14,"0,00"
2675,10K,0:37:53,0:18:39,"3,44"
2675,15K,0:56:33,0:18:41,"3,44"
2675,20K,"","",""
2675,Half,"","",""
2675,25K,"","",""
2675,30K,"","",""
2675,35K,"","",""
2675,40K,"","",""
2675,META,2:39:40,"",""
3782,5K,0:19:14,0:19:14,"0,00"
3782,10K,0:38:06,0:18:52,"3,46"
3782,15K,0:57:03,0:18:56,"3,47"
3782,20K,1:16:02,0:19:00,"3,48"
3782,Half,1:20:09,0:04:06,"3,44"
3782,25K,1:34:58,0:18:55,"3,47"
3782,30K,1:54:07,0:19:10,"3,50"
3782,35K,2:13:13,0:19:06,"3,49"
3782,40K,2:31:57,0:18:44,"3,45"
3782,META,2:39:51,0:07:53,"3,35"
331,5K,0:18:50,0:18:50,"0,00"
331,10K,0:37:48,0:18:58,"3,48"
331,15K,0:56:42,0:18:54,"3,47"
331,20K,1:15:24,0:18:41,"3,44"
331,Half,1:19:33,0:04:09,"3,47"
331,25K,1:34:20,0:18:56,"3,47"
331,30K,1:53:08,0:18:48,"3,46"
331,35K,2:12:17,0:19:10,"3,50"
331,40K,2:31:47,0:19:30,"3,54"
331,META,2:40:15,0:08:26,"3,51"
388,5K,0:18:58,0:18:58,"0,00"
388,10K,0:37:47,0:18:48,"3,46"
388,15K,0:56:40,0:18:54,"3,47"
388,20K,1:15:19,0:18:39,"3,44"
388,Half,1:19:26,0:04:07,"3,45"
388,25K,1:34:11,0:18:52,"3,46"
388,30K,1:53:13,0:19:02,"3,48"
388,35K,2:12:40,0:19:27,"3,53"
388,40K,2:31:55,0:19:15,"3,51"
388,META,2:40:16,0:08:20,"3,48"
3527,5K,0:19:04,0:19:04,"0,00"
3527,10K,0:38:08,0:19:04,"3,49"
3527,15K,0:57:09,0:19:01,"3,48"
3527,20K,1:16:05,0:18:56,"3,47"
3527,Half,1:20:15,0:04:11,"3,49"
3527,25K,1:35:09,0:19:05,"3,49"
3527,30K,1:54:11,0:19:01,"3,48"
3527,35K,2:13:21,0:19:11,"3,50"
3527,40K,2:32:12,0:18:50,"3,46"
3527,META,2:40:13,0:08:01,"3,39"
305,5K,0:18:51,0:18:51,"0,00"
305,10K,0:37:50,0:18:58,"3,48"
305,15K,0:56:43,0:18:54,"3,47"
305,20K,1:15:23,0:18:39,"3,44"
305,Half,1:19:29,0:04:07,"3,45"
305,25K,1:34:11,0:18:49,"3,46"
305,30K,1:52:59,0:18:47,"3,45"
305,35K,2:12:06,0:19:07,"3,49"
305,40K,2:31:33,0:19:27,"3,53"
305,META,2:40:26,0:08:53,"4,03"
3080,5K,0:19:28,0:19:28,"0,00"
3080,10K,0:38:28,0:19:01,"3,48"
3080,15K,0:57:34,0:19:05,"3,49"
3080,20K,1:16:32,0:18:59,"3,48"
3080,Half,1:20:43,0:04:10,"3,48"
3080,25K,1:35:37,0:19:04,"3,49"
3080,30K,1:54:24,0:18:47,"3,45"
3080,35K,2:13:25,0:19:01,"3,48"
3080,40K,2:32:16,0:18:52,"3,46"
3080,META,2:40:22,0:08:04,"3,41"
2717,5K,0:19:14,0:19:14,"0,00"
2717,10K,0:38:33,0:19:18,"3,52"
2717,15K,0:57:55,0:19:23,"3,53"
2717,20K,1:16:55,0:18:59,"3,48"
2717,Half,1:21:09,0:04:15,"3,52"
2717,25K,1:36:02,0:19:08,"3,50"
2717,30K,1:54:53,0:18:50,"3,46"
2717,35K,2:13:58,0:19:06,"3,49"
2717,40K,2:33:07,0:19:09,"3,50"
2717,META,2:41:23,0:08:15,"3,46"
1207,5K,"","",""
1207,10K,0:38:06,"",""
1207,15K,"","",""
1207,20K,1:16:28,"",""
1207,Half,"","",""
1207,25K,1:35:36,0:19:08,"3,50"
1207,30K,1:54:44,0:19:08,"3,50"
1207,35K,2:14:08,0:19:23,"3,53"
1207,40K,"","",""
1207,META,2:41:58,"",""
310,5K,0:18:27,0:18:27,"0,00"
310,10K,0:36:57,0:18:29,"3,42"
310,15K,0:55:36,0:18:40,"3,44"
310,20K,1:14:21,0:18:44,"3,45"
310,Half,1:18:32,0:04:11,"3,49"
310,25K,1:33:48,0:19:27,"3,53"
310,30K,1:53:15,0:19:28,"3,54"
310,35K,2:13:17,0:20:02,"4,00"
310,40K,2:33:45,0:20:27,"4,05"
310,META,2:42:16,0:08:31,"3,53"
3502,5K,0:19:06,0:19:06,"0,00"
3502,10K,0:37:15,0:18:08,"3,38"
3502,15K,0:55:56,0:18:41,"3,44"
3502,20K,1:14:37,0:18:42,"3,44"
3502,Half,1:18:46,0:04:08,"3,46"
3502,25K,1:33:43,0:19:05,"3,49"
3502,30K,1:53:04,0:19:21,"3,52"
3502,35K,"","",""
3502,40K,2:33:24,"",""
3502,META,2:42:09,0:08:45,"3,59"
2680,5K,0:19:22,0:19:22,"0,00"
2680,10K,0:38:39,0:19:17,"3,51"
2680,15K,0:58:09,0:19:31,"3,54"
2680,20K,1:17:37,0:19:27,"3,53"
2680,Half,1:21:50,0:04:13,"3,51"
2680,25K,1:36:54,0:19:17,"3,51"
2680,30K,1:56:03,0:19:09,"3,50"
2680,35K,2:15:18,0:19:16,"3,51"
2680,40K,2:34:14,0:18:56,"3,47"
2680,META,2:42:12,0:07:57,"3,37"
4516,5K,0:19:34,0:19:34,"0,00"
4516,10K,0:38:50,0:19:17,"3,51"
4516,15K,0:58:14,0:19:24,"3,53"
4516,20K,1:17:36,0:19:21,"3,52"
4516,Half,1:21:47,0:04:12,"3,50"
4516,25K,1:36:53,0:19:18,"3,52"
4516,30K,1:56:03,0:19:09,"3,50"
4516,35K,2:15:18,0:19:16,"3,51"
4516,40K,2:34:14,0:18:55,"3,47"
4516,META,2:42:26,0:08:11,"3,44"
374,5K,0:17:14,0:17:14,"0,00"
374,10K,0:34:26,0:17:12,"3,26"
374,15K,0:51:38,0:17:11,"3,26"
374,20K,1:08:52,0:17:15,"3,27"
374,Half,1:12:42,0:03:50,"3,30"
374,25K,1:26:21,0:17:28,"3,30"
374,30K,1:44:55,0:18:35,"3,43"
374,35K,2:07:25,0:22:30,"4,30"
374,40K,2:32:12,0:24:47,"4,57"
374,META,2:42:46,0:10:33,"4,48"
4030,5K,0:19:52,0:19:52,"0,00"
4030,10K,0:39:15,0:19:22,"3,52"
4030,15K,0:58:32,0:19:17,"3,51"
4030,20K,1:17:47,0:19:16,"3,51"
4030,Half,1:22:02,0:04:14,"3,52"
4030,25K,1:37:00,0:19:12,"3,50"
4030,30K,1:56:09,0:19:09,"3,50"
4030,35K,2:15:24,0:19:15,"3,51"
4030,40K,2:34:23,0:18:59,"3,48"
4030,META,2:42:38,0:08:14,"3,45"
330,5K,0:18:46,0:18:46,"0,00"
330,10K,0:37:30,0:18:43,"3,45"
330,15K,0:56:14,0:18:45,"3,45"
330,20K,1:14:52,0:18:37,"3,43"
330,Half,1:19:01,0:04:09,"3,47"
330,25K,1:33:57,0:19:05,"3,49"
330,30K,1:53:31,0:19:34,"3,55"
330,35K,2:13:54,0:20:23,"4,05"
330,40K,2:34:37,0:20:44,"4,09"
330,META,2:43:28,0:08:49,"4,01"
290,5K,0:18:27,0:18:27,"0,00"
290,10K,0:36:52,0:18:25,"3,41"
290,15K,0:55:25,0:18:33,"3,43"
290,20K,1:13:54,0:18:29,"3,42"
290,Half,1:18:01,0:04:06,"3,44"
290,25K,1:32:57,0:19:03,"3,49"
290,30K,1:53:02,0:20:05,"4,01"
290,35K,2:14:06,0:21:03,"4,13"
290,40K,2:34:48,0:20:42,"4,08"
290,META,2:43:32,0:08:44,"3,59"
2714,5K,0:19:11,0:19:11,"0,00"
2714,10K,0:38:18,0:19:07,"3,49"
2714,15K,0:57:25,0:19:07,"3,49"
2714,20K,1:16:24,0:18:59,"3,48"
2714,Half,1:20:37,0:04:14,"3,52"
2714,25K,1:35:52,0:19:28,"3,54"
2714,30K,1:55:25,0:19:34,"3,55"
2714,35K,2:15:16,0:19:51,"3,58"
2714,40K,2:34:58,0:19:42,"3,56"
2714,META,2:43:16,0:08:17,"3,46"
309,5K,0:18:51,0:18:51,"0,00"
309,10K,0:37:54,0:19:03,"3,49"
309,15K,0:56:57,0:19:03,"3,49"
309,20K,1:16:01,0:19:05,"3,49"
309,Half,1:20:13,0:04:11,"3,49"
309,25K,1:35:25,0:19:24,"3,53"
309,30K,1:54:56,0:19:31,"3,54"
309,35K,2:14:49,0:19:53,"3,59"
309,40K,2:34:55,0:20:06,"4,01"
309,META,2:43:37,0:08:41,"3,57"
3790,5K,0:19:23,0:19:23,"0,00"
3790,10K,0:38:17,0:18:54,"3,47"
3790,15K,0:57:30,0:19:13,"3,51"
3790,20K,1:16:44,0:19:15,"3,51"
3790,Half,1:20:56,0:04:11,"3,49"
3790,25K,1:36:06,0:19:21,"3,52"
3790,30K,1:55:24,0:19:19,"3,52"
3790,35K,2:15:06,0:19:42,"3,56"
3790,40K,2:34:55,0:19:48,"3,58"
3790,META,2:43:29,0:08:34,"3,54"
4160,5K,0:19:00,0:19:00,"0,00"
4160,10K,0:37:46,0:18:47,"3,45"
4160,15K,0:56:56,0:19:09,"3,50"
4160,20K,1:16:02,0:19:07,"3,49"
4160,Half,1:20:16,0:04:13,"3,51"
4160,25K,1:35:34,0:19:31,"3,54"
4160,30K,1:55:18,0:19:44,"3,57"
4160,35K,2:15:22,0:20:04,"4,01"
4160,40K,2:35:00,0:19:39,"3,56"
4160,META,2:43:31,0:08:29,"3,52"
387,5K,0:17:33,0:17:33,"0,00"
387,10K,0:35:39,0:18:07,"3,37"
387,15K,0:54:31,0:18:51,"3,46"
387,20K,1:14:02,0:19:31,"3,54"
387,Half,1:18:26,0:04:24,"4,01"
387,25K,1:34:13,0:20:12,"4,02"
387,30K,1:53:14,0:19:01,"3,48"
387,35K,2:13:28,0:20:14,"4,03"
387,40K,2:35:22,0:21:53,"4,23"
387,META,2:44:03,0:08:41,"3,57"
5795,5K,0:20:22,0:20:22,"0,00"
5795,10K,0:40:22,0:20:00,"4,00"
5795,15K,1:00:17,0:19:55,"3,59"
5795,20K,1:20:10,0:19:53,"3,59"
5795,Half,1:24:29,0:04:18,"3,55"
5795,25K,1:39:36,0:19:26,"3,53"
5795,30K,1:58:38,0:19:01,"3,48"
5795,35K,2:17:35,0:18:57,"3,47"
5795,40K,2:35:59,0:18:25,"3,41"
5795,META,2:44:09,0:08:09,"3,43"
2052,5K,0:19:33,0:19:33,"0,00"
2052,10K,0:39:12,0:19:39,"3,56"
2052,15K,0:58:32,0:19:20,"3,52"
2052,20K,1:17:41,0:19:09,"3,50"
2052,Half,1:21:54,0:04:13,"3,51"
2052,25K,1:37:05,0:19:23,"3,53"
2052,30K,1:56:27,0:19:23,"3,53"
2052,35K,2:16:20,0:19:52,"3,58"
2052,40K,2:36:00,0:19:41,"3,56"
2052,META,2:44:24,0:08:23,"3,49"
2338,5K,0:18:56,0:18:56,"0,00"
2338,10K,0:37:51,0:18:55,"3,47"
2338,15K,0:56:51,0:18:59,"3,48"
2338,20K,1:15:57,0:19:07,"3,49"
2338,Half,1:20:10,0:04:12,"3,50"
2338,25K,1:35:19,0:19:22,"3,52"
2338,30K,1:54:56,0:19:37,"3,55"
2338,35K,2:15:17,0:20:21,"4,04"
2338,40K,2:35:37,0:20:19,"4,04"
2338,META,2:44:18,0:08:41,"3,57"
4319,5K,0:19:04,0:19:04,"0,00"
4319,10K,0:38:08,0:19:03,"3,49"
4319,15K,0:57:10,0:19:03,"3,49"
4319,20K,1:16:07,0:18:57,"3,47"
4319,Half,1:20:16,0:04:08,"3,46"
4319,25K,1:35:16,0:19:09,"3,50"
4319,30K,1:55:16,0:20:00,"4,00"
4319,35K,2:15:26,0:20:10,"4,02"
4319,40K,2:35:36,0:20:09,"4,02"
4319,META,2:44:23,0:08:48,"4,01"
969,5K,0:18:59,0:18:59,"0,00"
969,10K,0:38:03,0:19:04,"3,49"
969,15K,0:57:05,0:19:03,"3,49"
969,20K,1:16:02,0:18:57,"3,47"
969,Half,1:20:14,0:04:11,"3,49"
969,25K,1:35:13,0:19:10,"3,50"
969,30K,1:55:03,0:19:51,"3,58"
969,35K,2:15:13,0:20:10,"4,02"
969,40K,2:35:29,0:20:15,"4,03"
969,META,2:44:26,0:08:57,"4,05"
3149,5K,0:19:37,0:19:37,"0,00"
3149,10K,0:39:08,0:19:32,"3,54"
3149,15K,0:58:44,0:19:35,"3,55"
3149,20K,1:18:07,0:19:23,"3,53"
3149,Half,1:22:23,0:04:16,"3,53"
3149,25K,1:37:41,0:19:35,"3,55"
3149,30K,1:57:06,0:19:24,"3,53"
3149,35K,2:16:38,0:19:32,"3,54"
3149,40K,2:36:05,0:19:28,"3,54"
3149,META,2:44:28,0:08:22,"3,49"
394,5K,0:18:27,0:18:27,"0,00"
394,10K,0:37:20,0:18:52,"3,46"
394,15K,0:56:12,0:18:53,"3,47"
394,20K,1:15:03,0:18:50,"3,46"
394,Half,1:19:13,0:04:10,"3,48"
394,25K,1:34:23,0:19:21,"3,52"
394,30K,1:54:14,0:19:50,"3,58"
394,35K,2:14:49,0:20:36,"4,07"
394,40K,2:35:28,0:20:39,"4,08"
394,META,2:44:44,0:09:15,"4,13"
2564,5K,0:19:26,0:19:26,"0,00"
2564,10K,0:38:29,0:19:02,"3,48"
2564,15K,0:57:34,0:19:06,"3,49"
2564,20K,1:16:43,0:19:09,"3,50"
2564,Half,1:20:56,0:04:12,"3,50"
2564,25K,1:36:01,0:19:18,"3,52"
2564,30K,1:55:25,0:19:24,"3,53"
2564,35K,2:15:17,0:19:51,"3,58"
2564,40K,2:35:52,0:20:35,"4,07"
2564,META,2:44:45,0:08:53,"4,03"
5069,5K,0:19:49,0:19:49,"0,00"
5069,10K,0:39:28,0:19:38,"3,56"
5069,15K,0:59:03,0:19:35,"3,55"
5069,20K,1:18:31,0:19:29,"3,54"
5069,Half,1:22:49,0:04:17,"3,54"
5069,25K,1:38:05,0:19:33,"3,55"
5069,30K,1:57:34,0:19:30,"3,54"
5069,35K,2:17:21,0:19:47,"3,57"
5069,40K,2:37:02,0:19:41,"3,56"
5069,META,2:45:34,0:08:31,"3,53"
3579,5K,0:20:05,0:20:05,"0,00"
3579,10K,0:39:46,0:19:41,"3,56"
3579,15K,0:59:17,0:19:31,"3,54"
3579,20K,1:18:43,0:19:26,"3,53"
3579,Half,1:23:03,0:04:20,"3,57"
3579,25K,1:38:20,0:19:37,"3,55"
3579,30K,1:58:06,0:19:46,"3,57"
3579,35K,2:18:02,0:19:56,"3,59"
3579,40K,2:37:29,0:19:28,"3,54"
3579,META,2:45:41,0:08:12,"3,44"
2447,5K,0:19:43,0:19:43,"0,00"
2447,10K,0:39:07,0:19:23,"3,53"
2447,15K,0:58:36,0:19:29,"3,54"
2447,20K,1:18:07,0:19:31,"3,54"
2447,Half,1:22:22,0:04:16,"3,53"
2447,25K,1:37:41,0:19:34,"3,55"
2447,30K,1:57:23,0:19:42,"3,56"
2447,35K,2:17:21,0:19:59,"4,00"
2447,40K,2:36:59,0:19:38,"3,56"
2447,META,2:45:44,0:08:44,"3,59"
4369,5K,0:20:00,0:20:00,"0,00"
4369,10K,0:39:50,0:19:50,"3,58"
4369,15K,0:59:51,0:20:02,"4,00"
4369,20K,1:19:44,0:19:52,"3,58"
4369,Half,1:24:08,0:04:24,"4,01"
4369,25K,1:39:45,0:20:02,"4,00"
4369,30K,1:59:36,0:19:50,"3,58"
4369,35K,2:19:13,0:19:38,"3,56"
4369,40K,2:38:34,0:19:21,"3,52"
4369,META,2:46:42,0:08:07,"3,42"
2779,5K,0:20:04,0:20:04,"0,00"
2779,10K,0:39:45,0:19:41,"3,56"
2779,15K,0:59:21,0:19:37,"3,55"
2779,20K,1:18:52,0:19:31,"3,54"
2779,Half,1:23:11,0:04:18,"3,55"
2779,25K,1:38:39,0:19:46,"3,57"
2779,30K,1:58:29,0:19:50,"3,58"
2779,35K,2:18:34,0:20:05,"4,01"
2779,40K,2:38:34,0:20:00,"4,00"
2779,META,2:47:09,0:08:36,"3,55"
2863,5K,0:20:20,0:20:20,"0,00"
2863,10K,0:40:34,0:20:15,"4,03"
2863,15K,1:00:51,0:20:16,"4,03"
2863,20K,1:20:53,0:20:03,"4,01"
2863,Half,1:25:14,0:04:21,"3,58"
2863,25K,1:40:40,0:19:47,"3,57"
2863,30K,2:00:04,0:19:24,"3,53"
2863,35K,2:19:40,0:19:36,"3,55"
2863,40K,2:39:02,0:19:22,"3,52"
2863,META,2:47:11,0:08:07,"3,42"
3229,5K,0:19:59,0:19:59,"0,00"
3229,10K,0:39:43,0:19:44,"3,57"
3229,15K,0:59:23,0:19:39,"3,56"
3229,20K,1:19:06,0:19:44,"3,57"
3229,Half,1:23:26,0:04:19,"3,56"
3229,25K,1:38:57,0:19:51,"3,58"
3229,30K,1:58:46,0:19:48,"3,58"
3229,35K,2:18:54,0:20:09,"4,02"
3229,40K,2:39:18,0:20:24,"4,05"
3229,META,2:47:44,0:08:25,"3,50"
2462,5K,0:19:32,0:19:32,"0,00"
2462,10K,0:39:01,0:19:29,"3,54"
2462,15K,0:58:33,0:19:32,"3,54"
2462,20K,1:18:01,0:19:29,"3,54"
2462,Half,1:22:16,0:04:14,"3,52"
2462,25K,1:37:31,0:19:29,"3,54"
2462,30K,1:57:34,0:20:03,"4,01"
2462,35K,2:18:42,0:21:08,"4,14"
2462,40K,2:39:39,0:20:57,"4,11"
2462,META,2:47:49,0:08:10,"3,43"
6382,5K,0:19:35,0:19:35,"0,00"
6382,10K,0:39:00,0:19:25,"3,53"
6382,15K,0:58:40,0:19:40,"3,56"
6382,20K,1:18:17,0:19:37,"3,55"
6382,Half,1:22:39,0:04:22,"3,59"
6382,25K,1:38:18,0:20:01,"4,00"
6382,30K,1:58:14,0:19:56,"3,59"
6382,35K,2:18:43,0:20:29,"4,06"
6382,40K,2:39:11,0:20:27,"4,05"
6382,META,2:48:12,0:09:01,"4,06"
3311,5K,0:20:20,0:20:20,"0,00"
3311,10K,0:40:04,0:19:45,"3,57"
3311,15K,1:00:00,0:19:55,"3,59"
3311,20K,1:19:58,0:19:59,"4,00"
3311,Half,1:24:23,0:04:25,"4,02"
3311,25K,1:40:00,0:20:02,"4,00"
3311,30K,2:00:03,0:20:02,"4,00"
3311,35K,2:20:14,0:20:12,"4,02"
3311,40K,2:40:00,0:19:46,"3,57"
3311,META,2:48:22,0:08:21,"3,48"
5389,5K,0:20:11,0:20:11,"0,00"
5389,10K,0:40:02,0:19:50,"3,58"
5389,15K,0:59:55,0:19:54,"3,59"
5389,20K,1:19:45,0:19:49,"3,58"
5389,Half,1:24:07,0:04:23,"4,00"
5389,25K,1:39:54,0:20:10,"4,02"
5389,30K,1:59:56,0:20:01,"4,00"
5389,35K,2:20:04,0:20:08,"4,02"
5389,40K,2:40:02,0:19:59,"4,00"
5389,META,2:48:25,0:08:22,"3,49"
2650,5K,0:20:15,0:20:15,"0,00"
2650,10K,0:39:52,0:19:38,"3,56"
2650,15K,0:59:47,0:19:55,"3,59"
2650,20K,1:19:49,0:20:02,"4,00"
2650,Half,1:24:14,0:04:24,"4,01"
2650,25K,1:39:50,0:20:01,"4,00"
2650,30K,1:59:53,0:20:02,"4,00"
2650,35K,2:20:06,0:20:13,"4,03"
2650,40K,2:39:52,0:19:46,"3,57"
2650,META,2:48:15,0:08:24,"3,50"
2573,5K,0:20:16,0:20:16,"0,00"
2573,10K,0:39:53,0:19:37,"3,55"
2573,15K,0:59:51,0:19:57,"3,59"
2573,20K,1:19:49,0:19:59,"4,00"
2573,Half,1:24:15,0:04:25,"4,02"
2573,25K,1:39:52,0:20:02,"4,00"
2573,30K,1:59:55,0:20:03,"4,01"
2573,35K,2:20:08,0:20:13,"4,03"
2573,40K,2:40:00,0:19:52,"3,58"
2573,META,2:48:21,0:08:21,"3,48"
3462,5K,0:19:46,0:19:46,"0,00"
3462,10K,0:39:19,0:19:33,"3,55"
3462,15K,0:58:58,0:19:39,"3,56"
3462,20K,1:18:41,0:19:43,"3,57"
3462,Half,1:23:03,0:04:22,"3,59"
3462,25K,1:38:37,0:19:57,"3,59"
3462,30K,1:58:45,0:20:07,"4,01"
3462,35K,2:19:13,0:20:29,"4,06"
3462,40K,2:39:37,0:20:24,"4,05"
3462,META,2:48:26,0:08:47,"4,00"
286,5K,0:18:02,0:18:02,"0,00"
286,10K,0:36:56,0:18:53,"3,47"
286,15K,0:56:23,0:19:27,"3,53"
286,20K,1:15:57,0:19:35,"3,55"
286,Half,1:20:23,0:04:26,"4,02"
286,25K,1:36:03,0:20:05,"4,01"
286,30K,1:56:36,0:20:34,"4,07"
286,35K,2:17:49,0:21:13,"4,15"
286,40K,2:39:21,0:21:32,"4,18"
286,META,2:49:01,0:09:39,"4,24"
21794,5K,0:18:43,0:18:43,"0,00"
21794,10K,0:37:42,0:18:59,"3,48"
21794,15K,0:57:02,0:19:21,"3,52"
21794,20K,1:16:45,0:19:42,"3,56"
21794,Half,1:21:07,0:04:23,"4,00"
21794,25K,1:37:03,0:20:18,"4,04"
