RACE NUMBER,DISTANCE,TIEMPO,PARTIAL,PACE
21794,30K,1:57:40,0:20:38,"4,08"
21794,35K,2:18:40,0:21:00,"4,12"
21794,40K,2:39:52,0:21:11,"4,14"
21794,META,2:48:53,0:09:00,"4,06"
2663,5K,0:19:24,0:19:24,"0,00"
2663,10K,0:38:35,0:19:11,"3,50"
2663,15K,0:58:02,0:19:28,"3,54"
2663,20K,1:17:47,0:19:45,"3,57"
2663,Half,1:22:03,0:04:16,"3,53"
2663,25K,1:37:19,0:19:32,"3,54"
2663,30K,1:57:01,0:19:41,"3,56"
2663,35K,2:17:45,0:20:45,"4,09"
2663,40K,2:39:13,0:21:28,"4,18"
2663,META,2:48:58,0:09:44,"4,26"
5130,5K,0:20:18,0:20:18,"0,00"
5130,10K,0:40:21,0:20:03,"4,01"
5130,15K,1:00:20,0:19:58,"4,00"
5130,20K,1:20:21,0:20:02,"4,00"
5130,Half,1:24:44,0:04:23,"4,00"
5130,25K,1:40:35,0:20:13,"4,03"
5130,30K,2:00:32,0:19:58,"4,00"
5130,35K,2:20:49,0:20:17,"4,03"
5130,40K,2:41:14,0:20:25,"4,05"
5130,META,2:49:50,0:08:35,"3,55"
4989,5K,0:20:03,0:20:03,"0,00"
4989,10K,0:40:05,0:20:01,"4,00"
4989,15K,1:00:11,0:20:07,"4,01"
4989,20K,1:20:16,0:20:04,"4,01"
4989,Half,1:24:39,0:04:24,"4,01"
4989,25K,1:40:33,0:20:18,"4,04"
4989,30K,2:00:46,0:20:12,"4,02"
4989,35K,2:21:05,0:20:20,"4,04"
4989,40K,2:41:17,0:20:11,"4,02"
4989,META,2:49:51,0:08:34,"3,54"
336,5K,0:19:52,0:19:52,"0,00"
336,10K,0:39:41,0:19:48,"3,58"
336,15K,0:59:38,0:19:58,"4,00"
336,20K,1:19:16,0:19:38,"3,56"
336,Half,1:23:38,0:04:21,"3,58"
336,25K,1:39:25,0:20:08,"4,02"
336,30K,2:00:00,0:20:35,"4,07"
336,35K,2:20:51,0:20:52,"4,10"
336,40K,2:41:17,0:20:25,"4,05"
336,META,2:49:52,0:08:35,"3,55"
4877,5K,0:20:30,0:20:30,"0,00"
4877,10K,0:40:43,0:20:13,"4,03"
4877,15K,1:00:51,0:20:07,"4,01"
4877,20K,1:20:51,0:20:00,"4,00"
4877,Half,1:25:15,0:04:25,"4,02"
4877,25K,1:40:58,0:20:07,"4,01"
4877,30K,2:01:07,0:20:09,"4,02"
4877,35K,2:21:20,0:20:14,"4,03"
4877,40K,2:41:13,0:19:52,"3,58"
4877,META,2:49:40,0:08:27,"3,51"
4652,5K,0:19:52,0:19:52,"0,00"
4652,10K,0:39:41,0:19:48,"3,58"
4652,15K,0:59:26,0:19:45,"3,57"
4652,20K,1:19:05,0:19:39,"3,56"
4652,Half,1:23:23,0:04:19,"3,56"
4652,25K,1:38:55,0:19:51,"3,58"
4652,30K,1:59:02,0:20:07,"4,01"
4652,35K,2:20:07,0:21:05,"4,13"
4652,40K,2:41:03,0:20:56,"4,11"
4652,META,2:49:58,0:08:54,"4,03"
5436,5K,0:19:13,0:19:13,"0,00"
5436,10K,0:38:38,0:19:26,"3,53"
5436,15K,0:58:08,0:19:30,"3,54"
5436,20K,1:17:50,0:19:42,"3,56"
5436,Half,1:22:16,0:04:26,"4,02"
5436,25K,1:38:03,0:20:12,"4,02"
5436,30K,1:59:33,0:21:31,"4,18"
5436,35K,2:21:33,0:22:00,"4,24"
5436,40K,2:41:36,0:20:02,"4,00"
5436,META,2:50:03,0:08:27,"3,51"
2582,5K,0:20:08,0:20:08,"0,00"
2582,10K,0:40:02,0:19:55,"3,59"
2582,15K,1:00:00,0:19:57,"3,59"
2582,20K,1:19:49,0:19:50,"3,58"
2582,Half,1:24:14,0:04:25,"4,02"
2582,25K,1:39:57,0:20:07,"4,01"
2582,30K,1:59:52,0:19:56,"3,59"
2582,35K,2:20:18,0:20:26,"4,05"
2582,40K,2:40:51,0:20:32,"4,06"
2582,META,2:49:50,0:08:59,"4,06"
5786,5K,0:20:49,0:20:49,"0,00"
5786,10K,0:41:08,0:20:18,"4,04"
5786,15K,1:01:18,0:20:11,"4,02"
5786,20K,1:21:11,0:19:52,"3,58"
5786,Half,1:25:33,0:04:23,"4,00"
5786,25K,1:41:10,0:20:00,"4,00"
5786,30K,2:01:09,0:19:59,"4,00"
5786,35K,2:21:29,0:20:20,"4,04"
5786,40K,2:41:08,0:19:39,"3,56"
5786,META,2:49:34,0:08:25,"3,50"
4778,5K,0:20:24,0:20:24,"0,00"
4778,10K,0:40:28,0:20:05,"4,01"
4778,15K,1:00:29,0:20:01,"4,00"
4778,20K,1:20:35,0:20:05,"4,01"
4778,Half,1:24:57,0:04:23,"4,00"
4778,25K,1:40:47,0:20:13,"4,03"
4778,30K,2:01:07,0:20:20,"4,04"
4778,35K,2:21:23,0:20:15,"4,03"
4778,40K,2:41:27,0:20:04,"4,01"
4778,META,2:50:14,0:08:48,"4,01"
2676,5K,0:18:57,0:18:57,"0,00"
2676,10K,0:38:01,0:19:04,"3,49"
2676,15K,0:57:11,0:19:09,"3,50"
2676,20K,1:16:22,0:19:11,"3,50"
2676,Half,1:20:39,0:04:18,"3,55"
2676,25K,1:36:08,0:19:46,"3,57"
2676,30K,1:56:46,0:20:39,"4,08"
2676,35K,2:18:56,0:22:10,"4,26"
2676,40K,2:40:46,0:21:49,"4,22"
2676,META,2:50:14,0:09:28,"4,19"
5079,5K,0:20:27,0:20:27,"0,00"
5079,10K,0:40:40,0:20:13,"4,03"
5079,15K,1:00:49,0:20:08,"4,02"
5079,20K,1:21:00,0:20:11,"4,02"
5079,Half,1:25:28,0:04:29,"4,05"
5079,25K,1:41:18,0:20:19,"4,04"
5079,30K,2:01:34,0:20:15,"4,03"
5079,35K,2:22:03,0:20:30,"4,06"
5079,40K,2:41:53,0:19:50,"3,58"
5079,META,2:50:25,0:08:31,"3,53"
5906,5K,0:20:46,0:20:46,"0,00"
5906,10K,0:40:59,0:20:12,"4,02"
5906,15K,1:01:13,0:20:15,"4,03"
5906,20K,1:21:17,0:20:04,"4,01"
5906,Half,1:25:41,0:04:24,"4,01"
5906,25K,1:41:28,0:20:11,"4,02"
5906,30K,2:01:31,0:20:03,"4,01"
5906,35K,2:21:42,0:20:11,"4,02"
5906,40K,2:41:27,0:19:45,"3,57"
5906,META,2:49:58,0:08:30,"3,52"
6504,5K,0:20:10,0:20:10,"0,00"
6504,10K,0:40:20,0:20:10,"4,02"
6504,15K,1:00:32,0:20:12,"4,02"
6504,20K,1:20:27,0:19:55,"3,59"
6504,Half,1:24:52,0:04:25,"4,02"
6504,25K,1:40:48,0:20:21,"4,04"
6504,30K,2:01:08,0:20:20,"4,04"
6504,35K,2:21:39,0:20:31,"4,06"
6504,40K,2:41:59,0:20:19,"4,04"
6504,META,2:50:49,0:08:51,"4,02"
4755,5K,0:20:23,0:20:23,"0,00"
4755,10K,0:39:52,0:19:29,"3,54"
4755,15K,0:59:41,0:19:49,"3,58"
4755,20K,1:19:25,0:19:44,"3,57"
4755,Half,1:23:42,0:04:17,"3,54"
4755,25K,1:39:22,0:19:57,"3,59"
4755,30K,2:00:53,0:21:31,"4,18"
4755,35K,2:21:30,0:20:37,"4,07"
4755,40K,2:41:50,0:20:19,"4,04"
4755,META,2:50:34,0:08:44,"3,59"
5067,5K,0:20:21,0:20:21,"0,00"
5067,10K,0:40:17,0:19:56,"3,59"
5067,15K,1:00:18,0:20:00,"4,00"
5067,20K,1:20:09,0:19:52,"3,58"
5067,Half,1:24:30,0:04:21,"3,58"
5067,25K,1:40:13,0:20:04,"4,01"
5067,30K,2:00:19,0:20:06,"4,01"
5067,35K,2:20:48,0:20:28,"4,06"
5067,40K,2:41:21,0:20:34,"4,07"
5067,META,2:50:34,0:09:11,"4,11"
4680,5K,0:20:35,0:20:35,"0,00"
4680,10K,0:40:56,0:20:21,"4,04"
4680,15K,1:01:14,0:20:17,"4,03"
4680,20K,1:21:23,0:20:10,"4,02"
4680,Half,1:25:47,0:04:24,"4,01"
4680,25K,1:41:44,0:20:21,"4,04"
4680,30K,2:02:02,0:20:17,"4,03"
4680,35K,2:22:33,0:20:31,"4,06"
4680,40K,2:42:31,0:19:58,"4,00"
4680,META,2:51:05,0:08:35,"3,55"
6333,5K,0:20:08,0:20:08,"0,00"
6333,10K,0:40:14,0:20:06,"4,01"
6333,15K,1:00:17,0:20:03,"4,01"
6333,20K,1:20:23,0:20:07,"4,01"
6333,Half,1:24:49,0:04:25,"4,02"
6333,25K,1:40:48,0:20:25,"4,05"
6333,30K,2:01:11,0:20:22,"4,04"
6333,35K,2:21:47,0:20:36,"4,07"
6333,40K,2:42:21,0:20:34,"4,07"
6333,META,2:51:16,0:08:55,"4,04"
5206,5K,0:20:47,0:20:47,"0,00"
5206,10K,0:40:40,0:19:52,"3,58"
5206,15K,1:00:29,0:19:49,"3,58"
5206,20K,1:20:13,0:19:45,"3,57"
5206,Half,1:24:36,0:04:22,"3,59"
5206,25K,1:40:26,0:20:13,"4,03"
5206,30K,2:00:28,0:20:01,"4,00"
5206,35K,2:20:57,0:20:29,"4,06"
5206,40K,2:41:44,0:20:48,"4,10"
5206,META,2:50:52,0:09:07,"4,09"
4953,5K,0:20:51,0:20:51,"0,00"
4953,10K,0:41:22,0:20:31,"4,06"
4953,15K,1:01:46,0:20:24,"4,05"
4953,20K,1:22:00,0:20:14,"4,03"
4953,Half,1:26:29,0:04:28,"4,04"
4953,25K,1:42:20,0:20:19,"4,04"
4953,30K,2:02:45,0:20:25,"4,05"
4953,35K,2:23:05,0:20:20,"4,04"
4953,40K,2:42:17,0:19:13,"3,51"
4953,META,2:50:26,0:08:08,"3,42"
5318,5K,0:20:14,0:20:14,"0,00"
5318,10K,0:40:14,0:20:00,"4,00"
5318,15K,1:00:20,0:20:06,"4,01"
5318,20K,1:20:30,0:20:10,"4,02"
5318,Half,1:24:56,0:04:26,"4,02"
5318,25K,1:40:54,0:20:24,"4,05"
5318,30K,2:01:24,0:20:30,"4,06"
5318,35K,2:22:03,0:20:39,"4,08"
5318,40K,2:42:40,0:20:37,"4,07"
5318,META,2:51:30,0:08:49,"4,01"
339,5K,0:20:39,0:20:39,"0,00"
339,10K,0:41:08,0:20:28,"4,06"
339,15K,1:01:33,0:20:25,"4,05"
339,20K,1:21:53,0:20:20,"4,04"
339,Half,1:26:23,0:04:30,"4,06"
339,25K,1:42:33,0:20:40,"4,08"
339,30K,2:02:55,0:20:22,"4,04"
339,35K,2:23:18,0:20:24,"4,05"
339,40K,2:43:05,0:19:46,"3,57"
339,META,2:51:39,0:08:35,"3,55"
4654,5K,0:19:50,0:19:50,"0,00"
4654,10K,0:39:45,0:19:56,"3,59"
4654,15K,0:59:43,0:19:57,"3,59"
4654,20K,1:19:42,0:20:00,"4,00"
4654,Half,1:24:06,0:04:24,"4,01"
4654,25K,1:40:03,0:20:21,"4,04"
4654,30K,2:00:46,0:20:42,"4,08"
4654,35K,2:22:06,0:21:21,"4,16"
4654,40K,2:43:03,0:20:57,"4,11"
4654,META,2:51:49,0:08:45,"3,59"
398,5K,0:20:45,0:20:45,"0,00"
398,10K,0:41:26,0:20:40,"4,08"
398,15K,1:01:59,0:20:34,"4,07"
398,20K,1:22:33,0:20:34,"4,07"
398,Half,1:27:08,0:04:35,"4,11"
398,25K,1:43:18,0:20:45,"4,09"
398,30K,2:03:44,0:20:25,"4,05"
398,35K,2:23:50,0:20:06,"4,01"
398,40K,2:43:33,0:19:43,"3,57"
398,META,2:52:04,0:08:32,"3,53"
9120,5K,0:20:28,0:20:28,"0,00"
9120,10K,0:40:43,0:20:15,"4,03"
9120,15K,1:01:10,0:20:27,"4,05"
9120,20K,1:21:39,0:20:29,"4,06"
9120,Half,1:26:10,0:04:31,"4,07"
9120,25K,1:42:13,0:20:34,"4,07"
9120,30K,2:02:42,0:20:29,"4,06"
9120,35K,2:23:16,0:20:34,"4,07"
9120,40K,2:43:27,0:20:11,"4,02"
9120,META,2:52:05,0:08:37,"3,56"
4906,5K,0:20:43,0:20:43,"0,00"
4906,10K,0:40:53,0:20:11,"4,02"
4906,15K,1:01:01,0:20:08,"4,02"
4906,20K,1:21:07,0:20:06,"4,01"
4906,Half,1:25:36,0:04:28,"4,04"
4906,25K,1:41:32,0:20:24,"4,05"
4906,30K,2:01:56,0:20:24,"4,05"
4906,35K,2:22:46,0:20:51,"4,10"
4906,40K,2:43:11,0:20:25,"4,05"
4906,META,2:52:03,0:08:51,"4,02"
6436,5K,0:20:26,0:20:26,"0,00"
6436,10K,0:40:34,0:20:07,"4,01"
6436,15K,1:00:38,0:20:05,"4,01"
6436,20K,1:20:42,0:20:03,"4,01"
6436,Half,1:25:07,0:04:25,"4,02"
6436,25K,1:40:55,0:20:14,"4,03"
6436,30K,2:01:15,0:20:19,"4,04"
6436,35K,2:22:13,0:20:59,"4,12"
6436,40K,2:43:04,0:20:50,"4,10"
6436,META,2:52:08,0:09:04,"4,08"
5231,5K,0:20:44,0:20:44,"0,00"
5231,10K,0:41:07,0:20:23,"4,05"
5231,15K,1:01:58,0:20:51,"4,10"
5231,20K,1:22:32,0:20:34,"4,07"
5231,Half,1:27:05,0:04:33,"4,09"
5231,25K,1:43:19,0:20:46,"4,09"
5231,30K,2:04:01,0:20:42,"4,08"
5231,35K,2:24:22,0:20:22,"4,04"
5231,40K,2:44:03,0:19:41,"3,56"
5231,META,2:52:25,0:08:22,"3,49"
1809,5K,0:20:29,0:20:29,"0,00"
1809,10K,0:40:57,0:20:28,"4,06"
1809,15K,1:01:20,0:20:23,"4,05"
1809,20K,1:21:54,0:20:34,"4,07"
1809,Half,1:26:24,0:04:30,"4,06"
1809,25K,1:42:33,0:20:39,"4,08"
1809,30K,2:03:11,0:20:38,"4,08"
1809,35K,2:24:00,0:20:49,"4,10"
1809,40K,2:44:16,0:20:16,"4,03"
1809,META,2:52:53,0:08:37,"3,56"
4277,5K,0:20:21,0:20:21,"0,00"
4277,10K,0:40:18,0:19:57,"3,59"
4277,15K,1:00:26,0:20:08,"4,02"
4277,20K,1:20:38,0:20:12,"4,02"
4277,Half,1:25:07,0:04:28,"4,04"
4277,25K,1:41:02,0:20:23,"4,05"
4277,30K,2:01:39,0:20:38,"4,08"
4277,35K,2:22:32,0:20:52,"4,10"
4277,40K,2:43:38,0:21:07,"4,13"
4277,META,2:52:22,0:08:43,"3,58"
7511,5K,0:20:38,0:20:38,"0,00"
7511,10K,0:40:46,0:20:08,"4,02"
7511,15K,1:00:54,0:20:08,"4,02"
7511,20K,1:21:13,0:20:19,"4,04"
7511,Half,1:25:40,0:04:27,"4,03"
7511,25K,1:41:43,0:20:30,"4,06"
7511,30K,2:02:23,0:20:40,"4,08"
7511,35K,2:23:22,0:20:59,"4,12"
7511,40K,2:43:54,0:20:32,"4,06"
7511,META,2:52:36,0:08:41,"3,57"
4717,5K,0:20:50,0:20:50,"0,00"
4717,10K,0:41:19,0:20:28,"4,06"
4717,15K,1:01:39,0:20:21,"4,04"
4717,20K,1:22:04,0:20:25,"4,05"
4717,Half,1:26:28,0:04:24,"4,01"
4717,25K,1:42:22,0:20:18,"4,04"
4717,30K,2:02:56,0:20:34,"4,07"
4717,35K,2:23:16,0:20:19,"4,04"
4717,40K,2:43:42,0:20:27,"4,05"
4717,META,2:52:22,0:08:40,"3,57"
5797,5K,0:20:33,0:20:33,"0,00"
5797,10K,0:40:57,0:20:24,"4,05"
5797,15K,1:01:19,0:20:22,"4,04"
5797,20K,1:21:39,0:20:20,"4,04"
5797,Half,1:26:08,0:04:29,"4,05"
5797,25K,1:42:07,0:20:28,"4,06"
5797,30K,2:02:39,0:20:31,"4,06"
5797,35K,2:23:33,0:20:55,"4,11"
5797,40K,2:44:05,0:20:32,"4,06"
5797,META,2:52:57,0:08:50,"4,01"
3473,5K,0:19:51,0:19:51,"0,00"
3473,10K,0:39:14,0:19:23,"3,53"
3473,15K,0:58:39,0:19:24,"3,53"
3473,20K,1:18:08,0:19:29,"3,54"
3473,Half,1:22:25,0:04:18,"3,55"
3473,25K,1:38:01,0:19:54,"3,59"
3473,30K,1:58:32,0:20:31,"4,06"
3473,35K,2:20:13,0:21:40,"4,20"
3473,40K,2:42:42,0:22:29,"4,30"
3473,META,2:52:50,0:10:07,"4,37"
5108,5K,0:20:00,0:20:00,"0,00"
5108,10K,0:40:00,0:20:00,"4,00"
5108,15K,1:00:05,0:20:05,"4,01"
5108,20K,1:20:11,0:20:06,"4,01"
5108,Half,1:24:36,0:04:25,"4,02"
5108,25K,1:40:05,0:19:54,"3,59"
5108,30K,2:00:22,0:20:17,"4,03"
5108,35K,2:21:24,0:21:02,"4,12"
5108,40K,2:43:40,0:22:16,"4,27"
5108,META,2:53:07,0:09:26,"4,18"
18368,5K,0:20:19,0:20:19,"0,00"
18368,10K,0:40:32,0:20:12,"4,02"
18368,15K,1:00:45,0:20:14,"4,03"
18368,20K,1:20:49,0:20:03,"4,01"
18368,Half,1:25:16,0:04:28,"4,04"
18368,25K,1:41:04,0:20:15,"4,03"
18368,30K,2:01:32,0:20:28,"4,06"
18368,35K,2:22:23,0:20:52,"4,10"
18368,40K,2:43:49,0:21:26,"4,17"
18368,META,2:53:14,0:09:24,"4,17"
326,5K,0:18:56,0:18:56,"0,00"
326,10K,0:37:55,0:18:59,"3,48"
326,15K,0:56:58,0:19:04,"3,49"
326,20K,1:16:03,0:19:04,"3,49"
326,Half,1:20:15,0:04:12,"3,50"
326,25K,1:35:28,0:19:26,"3,53"
326,30K,1:57:24,0:21:56,"4,23"
326,35K,2:23:52,0:26:27,"5,17"
326,40K,2:44:26,0:20:34,"4,07"
326,META,2:53:11,0:08:45,"3,59"
7005,5K,0:21:10,0:21:10,"0,00"
7005,10K,0:41:34,0:20:24,"4,05"
7005,15K,1:01:56,0:20:22,"4,04"
7005,20K,1:22:16,0:20:19,"4,04"
7005,Half,1:26:44,0:04:29,"4,05"
7005,25K,1:42:46,0:20:31,"4,06"
7005,30K,2:03:06,0:20:19,"4,04"
7005,35K,2:23:29,0:20:24,"4,05"
7005,40K,2:43:46,0:20:16,"4,03"
7005,META,2:52:25,0:08:39,"3,56"
27979,5K,0:20:58,0:20:58,"0,00"
27979,10K,0:41:05,0:20:06,"4,01"
27979,15K,1:01:03,0:19:59,"4,00"
27979,20K,1:21:10,0:20:07,"4,01"
27979,Half,1:25:35,0:04:25,"4,02"
27979,25K,1:41:30,0:20:20,"4,04"
27979,30K,2:01:49,0:20:19,"4,04"
27979,35K,2:22:45,0:20:55,"4,11"
27979,40K,2:43:46,0:21:02,"4,12"
27979,META,2:52:58,0:09:12,"4,11"
6967,5K,0:20:35,0:20:35,"0,00"
6967,10K,0:40:45,0:20:10,"4,02"
6967,15K,1:00:51,0:20:06,"4,01"
6967,20K,1:20:58,0:20:08,"4,02"
6967,Half,1:25:26,0:04:28,"4,04"
6967,25K,1:41:21,0:20:23,"4,05"
6967,30K,2:01:43,0:20:22,"4,04"
6967,35K,2:22:39,0:20:55,"4,11"
6967,40K,2:43:57,0:21:18,"4,16"
6967,META,2:53:07,0:09:10,"4,11"
2983,5K,0:20:26,0:20:26,"0,00"
2983,10K,0:40:40,0:20:13,"4,03"
2983,15K,1:00:59,0:20:19,"4,04"
2983,20K,1:21:07,0:20:08,"4,02"
2983,Half,1:25:36,0:04:30,"4,06"
2983,25K,1:41:42,0:20:35,"4,07"
2983,30K,2:02:07,0:20:25,"4,05"
2983,35K,2:23:16,0:21:10,"4,14"
2983,40K,2:44:22,0:21:06,"4,13"
2983,META,2:53:31,0:09:08,"4,10"
7947,5K,0:20:44,0:20:44,"0,00"
7947,10K,0:41:22,0:20:38,"4,08"
7947,15K,1:02:03,0:20:41,"4,08"
7947,20K,1:22:20,0:20:17,"4,03"
7947,Half,1:26:48,0:04:28,"4,04"
7947,25K,1:42:53,0:20:33,"4,07"
7947,30K,2:03:29,0:20:36,"4,07"
7947,35K,2:24:17,0:20:48,"4,10"
7947,40K,2:45:01,0:20:44,"4,09"
7947,META,2:53:57,0:08:56,"4,04"
5440,5K,0:21:06,0:21:06,"0,00"
5440,10K,0:41:47,0:20:41,"4,08"
5440,15K,1:02:17,0:20:30,"4,06"
5440,20K,1:22:44,0:20:27,"4,05"
5440,Half,1:27:17,0:04:32,"4,08"
5440,25K,1:43:41,0:20:57,"4,11"
5440,30K,2:04:06,0:20:24,"4,05"
5440,35K,2:24:38,0:20:33,"4,07"
5440,40K,2:44:43,0:20:05,"4,01"
5440,META,2:53:17,0:08:33,"3,54"
6317,5K,"","",""
6317,10K,0:41:26,"",""
6317,15K,1:01:57,0:20:32,"4,06"
6317,20K,1:22:21,0:20:24,"4,05"
6317,Half,1:26:50,0:04:29,"4,05"
6317,25K,1:42:58,0:20:36,"4,07"
6317,30K,2:03:37,0:20:40,"4,08"
6317,35K,2:24:23,0:20:46,"4,09"
6317,40K,2:44:47,0:20:24,"4,05"
6317,META,2:53:36,0:08:48,"4,01"
7139,5K,0:21:00,0:21:00,"0,00"
7139,10K,0:41:19,0:20:19,"4,04"
7139,15K,1:01:38,0:20:18,"4,04"
7139,20K,1:21:56,0:20:18,"4,04"
7139,Half,1:26:22,0:04:27,"4,03"
7139,25K,1:42:35,0:20:40,"4,08"
7139,30K,2:03:14,0:20:39,"4,08"
7139,35K,2:24:16,0:21:01,"4,12"
7139,40K,2:45:04,0:20:49,"4,10"
7139,META,2:54:08,0:09:04,"4,08"
7538,5K,"","",""
7538,10K,0:41:40,"",""
7538,15K,1:02:19,0:20:39,"4,08"
7538,20K,1:23:05,0:20:47,"4,09"
7538,Half,1:27:40,0:04:35,"4,11"
7538,25K,1:43:58,0:20:53,"4,11"
7538,30K,2:04:41,0:20:43,"4,09"
7538,35K,2:25:19,0:20:38,"4,08"
7538,40K,2:45:22,0:20:03,"4,01"
7538,META,2:54:00,0:08:37,"3,56"
306,5K,0:18:27,0:18:27,"0,00"
306,10K,0:37:45,0:19:17,"3,51"
306,15K,0:58:49,0:21:04,"4,13"
306,20K,1:19:33,0:20:44,"4,09"
306,Half,1:24:11,0:04:38,"4,13"
306,25K,1:41:03,0:21:31,"4,18"
306,30K,2:02:44,0:21:40,"4,20"
306,35K,2:24:23,0:21:40,"4,20"
306,40K,2:45:44,0:21:21,"4,16"
306,META,2:54:10,0:08:25,"3,50"
5270,5K,0:21:00,0:21:00,"0,00"
5270,10K,0:41:38,0:20:38,"4,08"
5270,15K,1:02:07,0:20:28,"4,06"
5270,20K,1:22:32,0:20:26,"4,05"
5270,Half,1:27:02,0:04:30,"4,06"
5270,25K,1:43:11,0:20:39,"4,08"
5270,30K,2:03:52,0:20:40,"4,08"
5270,35K,2:24:37,0:20:45,"4,09"
5270,40K,2:45:06,0:20:30,"4,06"
5270,META,2:53:59,0:08:53,"4,03"
6945,5K,0:20:46,0:20:46,"0,00"
6945,10K,0:41:02,0:20:16,"4,03"
6945,15K,1:01:15,0:20:14,"4,03"
6945,20K,1:21:22,0:20:06,"4,01"
6945,Half,1:25:47,0:04:26,"4,02"
6945,25K,1:41:52,0:20:31,"4,06"
6945,30K,2:02:36,0:20:44,"4,09"
6945,35K,2:23:57,0:21:21,"4,16"
6945,40K,2:45:00,0:21:03,"4,13"
6945,META,2:54:17,0:09:16,"4,13"
6119,5K,0:21:06,0:21:06,"0,00"
6119,10K,0:41:36,0:20:30,"4,06"
6119,15K,1:02:18,0:20:42,"4,08"
6119,20K,1:22:48,0:20:30,"4,06"
6119,Half,1:27:18,0:04:30,"4,06"
6119,25K,1:43:31,0:20:43,"4,09"
6119,30K,2:04:01,0:20:30,"4,06"
6119,35K,2:24:41,0:20:40,"4,08"
6119,40K,2:45:15,0:20:33,"4,07"
6119,META,2:54:06,0:08:51,"4,02"
30670,5K,0:21:55,0:21:55,"0,00"
30670,10K,0:42:58,0:21:04,"4,13"
30670,15K,1:03:31,0:20:32,"4,06"
30670,20K,1:23:45,0:20:15,"4,03"
30670,Half,1:28:11,0:04:26,"4,02"
30670,25K,1:43:51,0:20:06,"4,01"
30670,30K,2:02:55,0:19:03,"3,49"
30670,35K,2:24:07,0:21:13,"4,15"
30670,40K,2:44:44,0:20:37,"4,07"
30670,META,2:54:05,0:09:21,"4,16"
6148,5K,0:21:19,0:21:19,"0,00"
6148,10K,0:42:11,0:20:53,"4,11"
6148,15K,1:03:04,0:20:53,"4,11"
6148,20K,1:23:42,0:20:38,"4,08"
6148,Half,1:28:14,0:04:31,"4,07"
6148,25K,1:44:31,0:20:49,"4,10"
6148,30K,2:05:09,0:20:38,"4,08"
6148,35K,2:25:31,0:20:22,"4,04"
6148,40K,2:45:27,0:19:56,"3,59"
6148,META,2:53:59,0:08:31,"3,53"
6456,5K,0:19:51,0:19:51,"0,00"
6456,10K,0:39:26,0:19:35,"3,55"
6456,15K,0:58:57,0:19:32,"3,54"
6456,20K,1:18:35,0:19:38,"3,56"
6456,Half,1:22:56,0:04:20,"3,57"
6456,25K,1:38:33,0:19:58,"4,00"
6456,30K,1:59:26,0:20:53,"4,11"
6456,35K,2:21:53,0:22:27,"4,29"
6456,40K,2:44:21,0:22:28,"4,30"
6456,META,2:54:09,0:09:47,"4,27"
7638,5K,0:21:21,0:21:21,"0,00"
7638,10K,0:42:16,0:20:55,"4,11"
7638,15K,1:03:11,0:20:55,"4,11"
7638,20K,1:24:04,0:20:53,"4,11"
7638,Half,1:28:39,0:04:35,"4,11"
7638,25K,1:45:04,0:21:00,"4,12"
7638,30K,2:05:51,0:20:47,"4,09"
7638,35K,2:26:18,0:20:27,"4,05"
7638,40K,2:46:02,0:19:44,"3,57"
7638,META,2:54:11,0:08:09,"3,43"
5780,5K,0:20:36,0:20:36,"0,00"
5780,10K,0:41:06,0:20:30,"4,06"
5780,15K,1:01:26,0:20:19,"4,04"
5780,20K,1:21:55,0:20:30,"4,06"
5780,Half,1:26:23,0:04:28,"4,04"
5780,25K,1:42:24,0:20:29,"4,06"
5780,30K,2:02:54,0:20:29,"4,06"
5780,35K,2:23:44,0:20:51,"4,10"
5780,40K,2:45:02,0:21:17,"4,15"
5780,META,2:54:38,0:09:35,"4,22"
5092,5K,0:21:02,0:21:02,"0,00"
5092,10K,0:41:44,0:20:43,"4,09"
5092,15K,1:02:27,0:20:43,"4,09"
5092,20K,1:23:10,0:20:43,"4,09"
5092,Half,1:27:43,0:04:32,"4,08"
5092,25K,1:43:52,0:20:42,"4,08"
5092,30K,2:04:19,0:20:26,"4,05"
5092,35K,2:25:00,0:20:42,"4,08"
5092,40K,2:45:38,0:20:38,"4,08"
5092,META,2:54:36,0:08:57,"4,05"
5269,5K,0:21:27,0:21:27,"0,00"
5269,10K,0:42:33,0:21:05,"4,13"
5269,15K,1:03:24,0:20:52,"4,10"
5269,20K,1:23:59,0:20:35,"4,07"
5269,Half,1:28:34,0:04:34,"4,10"
5269,25K,1:44:35,0:20:36,"4,07"
5269,30K,2:05:01,0:20:26,"4,05"
5269,35K,2:25:15,0:20:14,"4,03"
5269,40K,2:45:35,0:20:19,"4,04"
5269,META,2:54:19,0:08:44,"3,59"
6608,5K,0:21:04,0:21:04,"0,00"
6608,10K,0:42:03,0:20:58,"4,12"
6608,15K,1:03:04,0:21:02,"4,12"
6608,20K,1:24:02,0:20:57,"4,11"
6608,Half,1:28:40,0:04:39,"4,14"
6608,25K,1:45:06,0:21:04,"4,13"
6608,30K,2:05:29,0:20:24,"4,05"
6608,35K,2:25:43,0:20:14,"4,03"
6608,40K,2:45:38,0:19:55,"3,59"
6608,META,2:54:08,0:08:29,"3,52"
8367,5K,0:20:34,0:20:34,"0,00"
8367,10K,0:41:16,0:20:42,"4,08"
8367,15K,1:01:59,0:20:43,"4,09"
8367,20K,1:22:33,0:20:34,"4,07"
